ts,cycle,side,status,entryPrice,exitPrice,qty,bps,pnl,feeUsdt,pnlNet,exitReason,holdSec,msg
2026-08-22T14:53:20Z,1,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=9.2,0,
2026-08-22T14:53:23Z,2,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=9.2,0,
2026-08-22T14:53:26Z,3,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=9.2,0,
2026-08-22T14:53:28Z,4,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=9.2,0,
2026-08-22T14:53:31Z,5,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=9.2,0,
2026-08-22T14:53:34Z,6,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=9.2,0,
2026-08-22T14:53:36Z,7,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=9.2,0,
2026-08-22T14:53:39Z,8,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=9.2,0,
2026-08-22T14:53:42Z,9,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=9.2,0,
2026-08-22T14:53:45Z,10,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=9.2,0,
2026-08-22T14:53:48Z,11,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=9.2,0,
2026-08-22T14:53:50Z,12,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=9.2,0,
2026-08-22T14:53:53Z,13,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=9.2,0,
2026-08-22T14:53:56Z,14,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=9.2,0,
2026-08-22T14:53:59Z,15,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=9.2,0,
2026-08-22T14:54:03Z,16,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=9.2,0,
2026-08-22T14:54:05Z,17,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.35 mom=0.0000 spread=7.5,0,
2026-08-22T14:54:09Z,18,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.35 mom=0.0000 spread=7.5,0,
2026-08-22T14:54:11Z,19,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=9.2,0,
2026-08-22T14:54:14Z,20,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=9.2,0,
2026-08-22T14:54:17Z,21,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=9.2,0,
2026-08-22T14:54:19Z,22,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=10.3,0,
2026-08-22T14:54:22Z,23,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=10.3,0,
2026-08-22T14:54:24Z,24,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=10.3,0,
2026-08-22T14:54:27Z,25,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=10.3,0,
2026-08-22T14:54:30Z,26,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=10.3,0,
2026-08-22T14:54:32Z,27,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=10.3,0,
2026-08-22T14:54:35Z,28,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=10.7,0,
2026-08-22T14:54:38Z,29,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=8.2,0,
2026-08-22T14:54:41Z,30,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=8.2,0,
2026-08-22T14:54:43Z,31,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=8.4,0,
2026-08-22T14:54:46Z,32,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=8.4,0,
2026-08-22T14:54:49Z,33,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=8.4,0,
2026-08-22T14:54:51Z,34,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.35 mom=0.0000 spread=5.6,0,
2026-08-22T14:54:54Z,35,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.35 mom=0.0000 spread=6.8,0,
2026-08-22T14:54:56Z,36,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.35 mom=0.0000 spread=6.8,0,
2026-08-22T14:54:59Z,37,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.35 mom=0.0000 spread=6.8,0,
2026-08-22T14:55:02Z,38,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.35 mom=0.0000 spread=5.5,0,
2026-08-22T14:55:04Z,39,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.35 mom=0.0000 spread=6.8,0,
2026-08-22T14:55:07Z,40,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.35 mom=0.0000 spread=6.8,0,
2026-08-22T14:55:09Z,41,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.35 mom=0.0000 spread=6.8,0,
2026-08-22T14:55:12Z,42,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.35 mom=0.0000 spread=6.8,0,
2026-08-22T14:55:15Z,43,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.35 mom=0.0000 spread=6.8,0,
2026-08-22T14:55:17Z,44,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.35 mom=0.0000 spread=6.8,0,
2026-08-22T14:55:20Z,45,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.35 mom=0.0000 spread=6.8,0,
