ts,cycle,side,status,entryPrice,exitPrice,qty,bps,pnl,feeUsdt,pnlNet,exitReason,holdSec,msg
2026-08-22T10:22:56Z,1,BUY,LONG,77619.00,77484.00,0.0060,-17.3926,-0.8100,0.1000,-0.9100,stop_loss,39.0,paper_mode=paper
2026-08-22T10:22:59Z,2,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.0 mom=0.0000 spread=4.0,0,
2026-08-22T10:23:04Z,3,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.0 mom=0.0000 spread=3.6,0,
2026-08-22T10:23:08Z,4,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.0 mom=0.0000 spread=3.0,0,
2026-08-22T10:23:12Z,5,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.0 mom=0.0000 spread=3.0,0,
