ts,cycle,side,status,entryPrice,exitPrice,qty,bps,pnl,feeUsdt,pnlNet,exitReason,holdSec,msg
2026-08-22T10:06:26Z,1,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.0 mom=0.0000 spread=0.9,0,
2026-08-22T10:06:28Z,2,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.0 mom=0.0000 spread=0.9,0,
2026-08-22T10:06:29Z,3,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.0 mom=0.0000 spread=0.9,0,
2026-08-22T10:06:30Z,4,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.0 mom=0.0000 spread=0.9,0,
2026-08-22T10:06:32Z,5,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.0 mom=0.0000 spread=0.9,0,
2026-08-22T10:06:33Z,6,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.0 mom=0.0000 spread=0.9,0,
2026-08-22T10:06:34Z,7,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.0 mom=0.0000 spread=0.8,0,
2026-08-22T10:06:36Z,8,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.0 mom=0.0000 spread=0.8,0,
2026-08-22T10:06:37Z,9,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.0 mom=0.0000 spread=0.8,0,
2026-08-22T10:06:38Z,10,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.0 mom=0.0000 spread=0.8,0,
2026-08-22T10:06:40Z,11,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.0 mom=0.0000 spread=0.8,0,
2026-08-22T10:06:41Z,12,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.0 mom=0.0000 spread=0.8,0,
2026-08-22T10:06:42Z,13,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.0 mom=0.0000 spread=0.8,0,
2026-08-22T10:06:43Z,14,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.0 mom=0.0000 spread=0.8,0,
2026-08-22T10:06:45Z,15,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.0 mom=0.0000 spread=1.3,0,
2026-08-22T10:06:46Z,16,SKIP,SKIPPED,,,,,0,,,reason=spread_too_high conf=0.0 mom=0.0000 spread=16.9,0,
2026-08-22T10:06:48Z,17,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.0 mom=0.0000 spread=1.8,0,
2026-08-22T10:06:49Z,18,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.0 mom=0.0000 spread=1.8,0,
2026-08-22T10:06:50Z,19,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.0 mom=0.0000 spread=1.7,0,
2026-08-22T10:06:52Z,20,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.0 mom=0.0000 spread=1.7,0,
2026-08-22T10:06:53Z,21,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.0 mom=0.0000 spread=1.7,0,
2026-08-22T10:06:54Z,22,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.0 mom=0.0000 spread=1.7,0,
2026-08-22T10:06:56Z,23,SKIP,SKIPPED,,,,,0,,,reason=momentum_too_low conf=0.0 mom=0.0000 spread=1.7,0,
