run,ts,cycle,unit,side,entryPrice,exitPrice,qty,bps,pnl,exitReason,hold_sec,entry_heure,exit_heure
Run_4h_1,2026-08-14T13:44:54Z,379,ALPHA_X13_BURST13,BUY,62660.80000000,62662.20000000,0.12440000,0.22342517,0.17416000,shock_inversion_stop,6,13:44:48,13:44:54
Run_4h_1,2026-08-14T13:45:47Z,384,ALPHA_X13_BURST13,BUY,62688.60000000,62708.30000000,0.12440000,3.14251714,2.45068000,shock_inversion_stop,8,13:45:38,13:45:46
Run_4h_1,2026-08-14T13:47:32Z,396,ALPHA_X13_BURST13,BUY,62714.00000000,62714.00000000,0.08290000,0.00000000,0.00000000,shock_inversion_stop,6,13:47:26,13:47:32
Run_4h_1,2026-08-14T13:48:14Z,400,ALPHA_X13_BURST13,BUY,62714.00000000,62714.00000000,0.16580000,0.00000000,0.00000000,shock_inversion_stop,5,13:48:09,13:48:14
Run_4h_1,2026-08-14T13:50:09Z,413,ALPHA_X13_BURST13,BUY,62673.00000000,62641.20000000,0.16590000,-5.07395529,-5.27562000,fluid_exit_inversion,6,13:50:03,13:50:09
Run_4h_1,2026-08-14T13:54:30Z,444,ALPHA_X13_BURST13,BUY,62627.00000000,62627.60000000,0.24900000,0.09580532,0.14940000,shock_inversion_stop,5,13:54:24,13:54:30
Run_4h_1,2026-08-14T13:55:14Z,448,ALPHA_X13_BURST13,BUY,62624.90000000,62624.20000000,0.12450000,-0.11177663,-0.08715000,shock_inversion_stop,5,13:55:08,13:55:14
Run_4h_1,2026-08-14T13:56:47Z,458,ALPHA_X13_BURST13,BUY,62623.40000000,62623.40000000,0.08300000,0.00000000,0.00000000,fluid_exit_inversion,8,13:56:38,13:56:46
Run_4h_1,2026-08-14T14:02:59Z,504,ALPHA_X13_BURST13,BUY,62623.40000000,62623.40000000,0.24910000,0.00000000,0.00000000,shock_inversion_stop,5,14:02:54,14:02:59
Run_4h_1,2026-08-14T14:04:42Z,515,ALPHA_X13_BURST13,BUY,62625.30000000,62630.50000000,0.24910000,0.83033534,1.29532000,shock_inversion_stop,9,14:04:33,14:04:42
Run_4h_1,2026-08-14T14:06:02Z,524,ALPHA_X13_BURST13,BUY,62624.20000000,62630.60000000,0.20150000,1.02196914,1.28960000,shock_inversion_stop,5,14:05:56,14:06:02
Run_4h_1,2026-08-14T14:07:26Z,533,ALPHA_X13_BURST13,BUY,62666.60000000,62667.40000000,0.12440000,0.12765971,0.09952000,fluid_exit_brake,9,14:07:17,14:07:26
Run_4h_1,2026-08-14T14:07:47Z,534,ALPHA_X13_BURST13,BUY,62667.40000000,62656.80000000,0.12440000,-1.69146957,-1.31864000,shock_inversion_stop,7,14:07:39,14:07:46
Run_4h_1,2026-08-14T14:08:21Z,537,ALPHA_X13_BURST13,BUY,62626.70000000,62617.80000000,0.12450000,-1.42111911,-1.10805000,shock_inversion_stop,5,14:08:15,14:08:21
Run_4h_1,2026-08-14T14:10:09Z,549,ALPHA_X13_BURST13,BUY,62612.90000000,62609.60000000,0.12450000,-0.52704794,-0.41085000,shock_inversion_stop,6,14:10:03,14:10:09
Run_4h_1,2026-08-14T14:11:32Z,558,ALPHA_X13_BURST13,BUY,62598.50000000,62625.60000000,0.13440000,4.32917722,3.64224000,shock_inversion_stop,5,14:11:26,14:11:31
Run_4h_1,2026-08-14T14:11:50Z,559,ALPHA_X13_BURST13,BUY,62665.50000000,62663.90000000,0.08290000,-0.25532390,-0.13264000,fluid_exit_inversion,6,14:11:44,14:11:50
Run_4h_1,2026-08-14T14:26:17Z,666,ALPHA_X13_BURST13,BUY,62600.70000000,62609.90000000,0.24910000,1.46963213,2.29172000,shock_inversion_stop,7,14:26:09,14:26:16
Run_4h_1,2026-08-14T14:26:50Z,669,ALPHA_X13_BURST13,BUY,62609.90000000,62609.90000000,0.08300000,0.00000000,0.00000000,shock_inversion_stop,5,14:26:45,14:26:50
Run_4h_1,2026-08-14T14:28:38Z,681,ALPHA_X13_BURST13,BUY,62666.60000000,62660.00000000,0.12440000,-1.05319261,-0.82104000,shock_inversion_stop,5,14:28:32,14:28:37
Run_4h_1,2026-08-14T14:47:20Z,822,ALPHA_X13_BURST13,BUY,62720.10000000,62720.10000000,0.40240000,0.00000000,0.00000000,shock_inversion_stop,6,14:47:14,14:47:20
Run_4h_1,2026-08-14T14:50:26Z,844,ALPHA_X13_BURST13,BUY,62736.80000000,62736.80000000,0.24860000,0.00000000,0.00000000,shock_inversion_stop,5,14:50:20,14:50:25
Run_4h_1,2026-08-14T14:59:53Z,915,ALPHA_X13_BURST13,BUY,62591.50000000,62591.50000000,0.24920000,0.00000000,0.00000000,shock_inversion_stop,5,14:59:48,14:59:53
Run_4h_1,2026-08-14T15:01:35Z,926,ALPHA_X13_BURST13,BUY,62584.00000000,62610.10000000,0.24920000,4.17039499,6.50412000,fluid_exit_inversion,6,15:01:29,15:01:35
Run_4h_1,2026-08-14T15:04:58Z,951,ALPHA_X13_BURST13,BUY,62616.10000000,62616.10000000,0.40310000,0.00000000,0.00000000,shock_inversion_stop,5,15:04:52,15:04:57
Run_4h_1,2026-08-14T15:08:07Z,974,ALPHA_X13_BURST13,BUY,62637.70000000,62643.10000000,0.24900000,0.86210062,1.34460000,shock_inversion_stop,5,15:08:01,15:08:06
Run_4h_1,2026-08-14T15:10:24Z,990,ALPHA_X13_BURST13,BUY,62649.70000000,62649.70000000,0.12450000,0.00000000,0.00000000,shock_inversion_stop,6,15:10:17,15:10:23
Run_4h_1,2026-08-14T15:24:58Z,1097,ALPHA_X13_BURST13,BUY,62730.70000000,62731.10000000,0.24860000,0.06376463,0.09944000,shock_inversion_stop,6,15:24:52,15:24:58
Run_4h_1,2026-08-14T15:29:43Z,1131,ALPHA_X13_BURST13,BUY,62731.10000000,62731.10000000,0.24860000,0.00000000,0.00000000,shock_inversion_stop,5,15:29:37,15:29:42
Run_4h_1,2026-08-14T15:30:08Z,1133,ALPHA_X13_BURST13,BUY,62741.70000000,62708.90000000,0.12420000,-5.22778312,-4.07376000,shock_inversion_stop,5,15:30:02,15:30:08
Run_4h_1,2026-08-14T15:31:29Z,1142,ALPHA_X13_BURST13,BUY,62746.80000000,62747.30000000,0.20100000,0.07968534,0.10050000,shock_inversion_stop,5,15:31:24,15:31:29
Run_4h_1,2026-08-14T15:36:16Z,1176,ALPHA_X13_BURST13,BUY,62712.00000000,62862.10000000,0.24870000,23.93481311,37.32987000,shock_inversion_stop,8,15:36:08,15:36:16
Run_4h_1,2026-08-14T15:38:41Z,1193,ALPHA_X13_BURST13,BUY,62868.60000000,62868.60000000,0.13440000,0.00000000,0.00000000,shock_inversion_stop,6,15:38:35,15:38:41
Run_4h_1,2026-08-14T15:39:59Z,1201,ALPHA_X13_BURST13,BUY,62872.60000000,62839.60000000,0.24810000,-5.24870929,-8.18730000,fluid_exit_inversion,8,15:39:51,15:39:59
Run_4h_1,2026-08-14T15:43:22Z,1225,ALPHA_X13_BURST13,BUY,62890.00000000,62857.90000000,0.24800000,-5.10415010,-7.96080000,shock_inversion_stop,5,15:43:17,15:43:22
Run_4h_1,2026-08-14T15:44:29Z,1232,ALPHA_X13_BURST13,BUY,62858.10000000,62879.50000000,0.12400000,3.40449361,2.65360000,shock_inversion_stop,5,15:44:23,15:44:28
Run_4h_1,2026-08-14T15:44:48Z,1233,ALPHA_X13_BURST13,BUY,62879.50000000,62889.00000000,0.08260000,1.51082626,0.78470000,shock_inversion_stop,5,15:44:42,15:44:47
Run_4h_1,2026-08-14T15:46:43Z,1246,ALPHA_X13_BURST13,BUY,62950.00000000,62950.10000000,0.12390000,0.01588562,0.01239000,shock_inversion_stop,5,15:46:37,15:46:43
Run_4h_1,2026-08-14T15:49:11Z,1263,ALPHA_X13_BURST13,BUY,62950.10000000,62944.90000000,0.24780000,-0.82605111,-1.28856000,shock_inversion_stop,5,15:49:05,15:49:11
Run_4h_1,2026-08-14T15:56:09Z,1314,ALPHA_X13_BURST13,BUY,62978.30000000,62984.20000000,0.24770000,0.93683062,1.46143000,shock_inversion_stop,6,15:56:03,15:56:09
Run_V2,2026-08-14T16:34:19Z,73,ALPHA_X13_BURST13,BUY,63077.50000000,63081.90000000,0.26660000,0.69755460,1.17304000,shock_inversion_stop,5,16:34:13,16:34:19
Run_V2,2026-08-14T16:35:01Z,77,ALPHA_X13_BURST13,BUY,63076.60000000,63076.60000000,0.20000000,0.00000000,0.00000000,shock_inversion_stop,6,16:34:55,16:35:01
Run_V2,2026-08-14T16:37:47Z,97,ALPHA_X13_BURST13,BUY,63144.50000000,63146.80000000,0.16470000,0.36424392,0.37881000,shock_inversion_stop,6,16:37:41,16:37:47
Run_V2,2026-08-14T16:38:32Z,101,ALPHA_X13_BURST13,BUY,63146.80000000,63149.40000000,0.12350000,0.41173900,0.32110000,shock_inversion_stop,8,16:38:24,16:38:32
Run_V2,2026-08-14T16:40:26Z,115,ALPHA_X13_BURST13,BUY,63154.30000000,63160.10000000,0.12350000,0.91838560,0.71630000,shock_inversion_stop,5,16:40:21,16:40:26
Run_V2,2026-08-14T16:42:12Z,128,ALPHA_X13_BURST13,BUY,63172.00000000,63172.00000000,0.12340000,0.00000000,0.00000000,shock_inversion_stop,5,16:42:07,16:42:12
Run_V2,2026-08-14T16:42:33Z,129,ALPHA_X13_BURST13,BUY,63172.10000000,63174.10000000,0.24690000,0.31659546,0.49380000,shock_inversion_stop,8,16:42:25,16:42:33
Run_V2,2026-08-14T16:44:13Z,141,ALPHA_X13_BURST13,BUY,63168.00000000,63167.40000000,0.08230000,-0.09498480,-0.04938000,shock_inversion_stop,5,16:44:07,16:44:12
Run_V2,2026-08-14T16:51:40Z,196,ALPHA_X13_BURST13,BUY,63124.90000000,63124.90000000,0.24710000,0.00000000,0.00000000,shock_inversion_stop,5,16:51:34,16:51:39
Run_V2,2026-08-14T16:52:32Z,201,ALPHA_X13_BURST13,BUY,63123.80000000,63128.30000000,0.16470000,0.71288484,0.74115000,shock_inversion_stop,7,16:52:25,16:52:32
Run_V2,2026-08-14T16:53:06Z,204,ALPHA_X13_BURST13,BUY,63123.80000000,63123.80000000,0.08230000,0.00000000,0.00000000,fluid_exit_inversion,6,16:53:00,16:53:06
Run_V2,2026-08-14T16:55:37Z,222,ALPHA_X13_BURST13,BUY,63123.80000000,63125.40000000,0.08230000,0.25347016,0.13168000,shock_inversion_stop,5,16:55:31,16:55:36
Run_V2,2026-08-14T16:56:04Z,224,ALPHA_X13_BURST13,BUY,63123.80000000,63123.80000000,0.12350000,0.00000000,0.00000000,shock_inversion_stop,6,16:55:57,16:56:03
Run_V2,2026-08-14T16:57:00Z,230,ALPHA_X13_BURST13,BUY,63128.20000000,63122.40000000,0.13320000,-0.91876531,-0.77256000,shock_inversion_stop,5,16:56:55,16:57:00
Run_V2,2026-08-14T17:11:52Z,341,ALPHA_X13_BURST13,BUY,63098.40000000,63098.40000000,0.24720000,0.00000000,0.00000000,shock_inversion_stop,6,17:11:46,17:11:52
Run_V2,2026-08-14T17:21:17Z,408,ALPHA_X13_BURST13,BUY,63174.50000000,63174.50000000,0.24690000,0.00000000,0.00000000,shock_inversion_stop,5,17:21:12,17:21:17
Run_V2,2026-08-14T17:21:36Z,409,ALPHA_X13_BURST13,BUY,63174.70000000,63175.20000000,0.24690000,0.07914561,0.12345000,fluid_exit_brake,6,17:21:30,17:21:36
Run_V2,2026-08-14T17:34:51Z,496,ALPHA_X13_BURST13,BUY,63173.70000000,63180.20000000,0.24690000,1.02890918,1.60485000,shock_inversion_stop,8,17:34:43,17:34:51
Run_V2,2026-08-14T17:48:53Z,643,ALPHA_X13_BURST13,BUY,63091.80000000,63112.10000000,0.24720000,3.21753382,5.01816000,shock_inversion_stop,5,17:48:47,17:48:53
Run_V2,2026-08-14T17:49:14Z,644,ALPHA_X13_BURST13,BUY,63091.80000000,63093.00000000,0.12360000,0.19019904,0.14832000,shock_inversion_stop,6,17:49:07,17:49:14
Run_V2,2026-08-14T18:56:03Z,1120,ALPHA_X13_BURST13,BUY,62883.10000000,62883.20000000,0.24800000,0.01590252,0.02480000,shock_inversion_stop,7,18:55:56,18:56:03
Run_V2,2026-08-14T18:58:39Z,1135,ALPHA_X13_BURST13,BUY,62879.20000000,62879.20000000,0.24800000,0.00000000,0.00000000,shock_inversion_stop,6,18:58:33,18:58:39
Run_V2,2026-08-14T18:59:09Z,1137,ALPHA_X13_BURST13,BUY,62882.90000000,62883.20000000,0.24800000,0.04770772,0.07440000,shock_inversion_stop,6,18:59:02,18:59:08
Run_V2,2026-08-14T19:06:17Z,1185,ALPHA_X13_BURST13,BUY,62857.00000000,62857.00000000,0.24810000,0.00000000,0.00000000,shock_inversion_stop,6,19:06:10,19:06:17
Run_V2,2026-08-14T19:15:05Z,1242,ALPHA_X13_BURST13,BUY,62836.70000000,62827.20000000,0.24820000,-1.51185533,-2.35790000,shock_inversion_stop,5,19:14:59,19:15:05
Run_V2,2026-08-14T19:26:37Z,1321,ALPHA_X13_BURST13,BUY,62850.10000000,62855.30000000,0.24820000,0.82736543,1.29064000,shock_inversion_stop,9,19:26:28,19:26:37
Run_V2,2026-08-14T20:02:40Z,49,ALPHA_X13_BURST13,BUY,62949.40000000,62949.40000000,0.20040000,0.00000000,0.00000000,shock_inversion_stop,10,20:02:29,20:02:39
Run_V2,2026-08-14T20:03:11Z,51,ALPHA_X13_BURST13,BUY,62960.30000000,62963.80000000,0.24770000,0.55590586,0.86695000,shock_inversion_stop,7,20:03:04,20:03:11
Run_V2,2026-08-14T20:04:03Z,55,ALPHA_X13_BURST13,BUY,62951.80000000,62954.60000000,0.08260000,0.44478474,0.23128000,fluid_exit_inversion,8,20:03:55,20:04:03
Run_V2,2026-08-14T20:06:56Z,72,ALPHA_X13_BURST13,BUY,62974.80000000,62972.00000000,0.12380000,-0.44462229,-0.34664000,fluid_exit_brake,7,20:06:48,20:06:55
Run_V2,2026-08-14T20:07:50Z,76,ALPHA_X13_BURST13,BUY,62964.60000000,62969.20000000,0.12380000,0.73056924,0.56948000,shock_inversion_stop,10,20:07:39,20:07:49
Run_V2,2026-08-14T20:10:12Z,90,ALPHA_X13_BURST13,BUY,62968.60000000,62976.70000000,0.12380000,1.28635542,1.00278000,shock_inversion_stop,7,20:10:04,20:10:12
Run_V2,2026-08-14T20:14:07Z,115,ALPHA_X13_BURST13,BUY,62975.50000000,62975.50000000,0.08250000,0.00000000,0.00000000,shock_inversion_stop,8,20:13:59,20:14:07
Run_V2,2026-08-14T20:17:51Z,138,ALPHA_X13_BURST13,BUY,62945.20000000,62975.70000000,0.16520000,4.84548464,5.03860000,shock_inversion_stop,10,20:17:41,20:17:51
Run_V2,2026-08-14T20:18:42Z,142,ALPHA_X13_BURST13,BUY,62923.90000000,62924.30000000,0.08260000,0.06356885,0.03304000,shock_inversion_stop,10,20:18:32,20:18:42
Run_V2,2026-08-14T20:20:31Z,153,ALPHA_X13_BURST13,BUY,62909.80000000,62911.70000000,0.08260000,0.30201972,0.15694000,shock_inversion_stop,7,20:20:24,20:20:31
Run_V2,2026-08-14T20:21:29Z,158,ALPHA_X13_BURST13,BUY,62917.60000000,62917.60000000,0.12390000,0.00000000,0.00000000,shock_inversion_stop,7,20:21:21,20:21:28
Run_Nuit,2026-08-14T21:52:57Z,58,ALPHA_X13_BURST13,BUY,62881.80000000,62881.80000000,0.06360000,0.00000000,0.00000000,shock_inversion_stop,5,21:52:51,21:52:56
Run_Nuit,2026-08-14T21:53:22Z,59,ALPHA_X13_BURST13,BUY,62881.70000000,62888.10000000,0.06360000,1.01778419,0.40704000,shock_inversion_stop,8,21:53:14,21:53:22
Run_Nuit,2026-08-14T22:05:22Z,142,ALPHA_X13_BURST13,BUY,62893.80000000,62893.80000000,0.04760000,0.00000000,0.00000000,shock_inversion_stop,5,22:05:16,22:05:22
Run_Nuit,2026-08-14T22:12:36Z,197,ALPHA_X13_BURST13,BUY,62834.40000000,62833.20000000,0.06360000,-0.19097819,-0.07632000,shock_inversion_stop,5,22:12:31,22:12:36
Run_Nuit,2026-08-14T22:31:03Z,337,ALPHA_X13_BURST13,BUY,62813.70000000,62813.80000000,0.09550000,0.01592009,0.00955000,shock_inversion_stop,4,22:30:58,22:31:03
Run_Nuit,2026-08-14T22:31:56Z,343,ALPHA_X13_BURST13,BUY,62813.80000000,62813.80000000,0.09550000,0.00000000,0.00000000,shock_inversion_stop,4,22:31:51,22:31:55
Run_Nuit,2026-08-14T22:32:20Z,345,ALPHA_X13_BURST13,BUY,62813.80000000,62810.20000000,0.09550000,-0.57312247,-0.34380000,fluid_exit_inversion,5,22:32:15,22:32:20
Run_Nuit,2026-08-14T23:11:22Z,647,ALPHA_X13_BURST13,BUY,62836.60000000,62866.00000000,0.09540000,4.67880184,2.80476000,shock_inversion_stop,5,23:11:16,23:11:21
Run_Nuit,2026-08-14T23:12:40Z,656,ALPHA_X13_BURST13,BUY,62874.90000000,62875.00000000,0.20070000,0.01590460,0.02007000,shock_inversion_stop,5,23:12:35,23:12:40
Run_Nuit,2026-08-14T23:13:40Z,662,ALPHA_X13_BURST13,BUY,62880.40000000,62880.40000000,0.20070000,0.00000000,0.00000000,shock_inversion_stop,5,23:13:35,23:13:40
Run_Nuit,2026-08-14T23:38:37Z,859,ALPHA_X13_BURST13,BUY,62904.00000000,62904.00000000,0.24790000,0.00000000,0.00000000,shock_inversion_stop,5,23:38:32,23:38:37
Run_Nuit,2026-08-14T23:39:03Z,861,ALPHA_X13_BURST13,BUY,62882.20000000,62904.00000000,0.24800000,3.46679983,5.40640000,shock_inversion_stop,5,23:38:56,23:39:02
Run_Nuit,2026-08-14T23:40:19Z,869,ALPHA_X13_BURST13,BUY,62941.50000000,62941.10000000,0.12390000,-0.06355108,-0.04956000,fluid_exit_brake,11,23:40:07,23:40:18
Run_Nuit,2026-08-14T23:40:51Z,872,ALPHA_X13_BURST13,BUY,62942.90000000,62942.90000000,0.08260000,0.00000000,0.00000000,shock_inversion_stop,5,23:40:45,23:40:50
Run_Nuit,2026-08-14T23:43:58Z,895,ALPHA_X13_BURST13,BUY,62975.70000000,62975.70000000,0.24770000,0.00000000,0.00000000,shock_inversion_stop,5,23:43:53,23:43:58
Run_Nuit,2026-08-14T23:44:29Z,898,ALPHA_X13_BURST13,BUY,62977.20000000,62977.20000000,0.16510000,0.00000000,0.00000000,shock_inversion_stop,5,23:44:24,23:44:29
Run_Nuit,2026-08-15T00:10:59Z,1103,ALPHA_X13_BURST13,BUY,62996.70000000,62996.70000000,0.24760000,0.00000000,0.00000000,shock_inversion_stop,5,00:10:53,00:10:59
Run_Nuit,2026-08-15T00:12:00Z,1110,ALPHA_X13_BURST13,BUY,62997.10000000,62997.10000000,0.24760000,0.00000000,0.00000000,fluid_exit_brake,5,00:11:55,00:12:00
Run_Nuit,2026-08-15T00:22:58Z,1197,ALPHA_X13_BURST13,BUY,63000.60000000,63000.60000000,0.24760000,0.00000000,0.00000000,shock_inversion_stop,5,00:22:53,00:22:58
Run_Nuit,2026-08-15T00:24:43Z,1210,ALPHA_X13_BURST13,BUY,63000.70000000,62998.60000000,0.20030000,-0.33332963,-0.42063000,shock_inversion_stop,5,00:24:38,00:24:43
Run_Nuit,2026-08-15T00:30:27Z,1253,ALPHA_X13_BURST13,BUY,62994.60000000,62986.80000000,0.12380000,-1.23820137,-0.96564000,shock_inversion_stop,5,00:30:22,00:30:27
Run_Nuit,2026-08-15T00:32:36Z,1268,ALPHA_X13_BURST13,BUY,62994.70000000,63000.60000000,0.12380000,0.93658673,0.73042000,shock_inversion_stop,8,00:32:28,00:32:36
Run_Nuit,2026-08-15T00:32:54Z,1269,ALPHA_X13_BURST13,BUY,62991.00000000,62991.00000000,0.12380000,0.00000000,0.00000000,fluid_exit_brake,5,00:32:48,00:32:54
Run_Nuit,2026-08-15T00:33:12Z,1270,ALPHA_X13_BURST13,BUY,62991.00000000,62998.00000000,0.12380000,1.11126986,0.86660000,shock_inversion_stop,5,00:33:07,00:33:12
Run_Nuit,2026-08-15T00:58:03Z,1463,ALPHA_X13_BURST13,BUY,62987.70000000,62975.10000000,0.24760000,-2.00039055,-3.11976000,shock_inversion_stop,5,00:57:58,00:58:03
Run_Nuit,2026-08-15T01:09:07Z,1546,ALPHA_X13_BURST13,BUY,62973.20000000,62973.30000000,0.24770000,0.01587977,0.02477000,shock_inversion_stop,5,01:09:02,01:09:07
Run_Nuit,2026-08-15T02:08:51Z,2011,ALPHA_X13_BURST13,BUY,63031.40000000,63031.40000000,0.24740000,0.00000000,0.00000000,shock_inversion_stop,6,02:08:45,02:08:51
Run_Nuit,2026-08-15T02:09:17Z,2013,ALPHA_X13_BURST13,BUY,63031.40000000,63033.00000000,0.24740000,0.25384174,0.39584000,shock_inversion_stop,7,02:09:10,02:09:17
Run_Nuit,2026-08-15T02:23:25Z,2120,ALPHA_X13_BURST13,BUY,63072.20000000,63072.80000000,0.20000000,0.09512907,0.12000000,fluid_exit_inversion,6,02:23:19,02:23:25
Run_Nuit,2026-08-15T02:26:14Z,2141,ALPHA_X13_BURST13,BUY,63078.90000000,63076.50000000,0.20000000,-0.38047588,-0.48000000,fluid_exit_inversion,5,02:26:09,02:26:14
Run_Nuit,2026-08-15T02:45:16Z,2285,ALPHA_X13_BURST13,BUY,63088.90000000,63089.00000000,0.24720000,0.01585065,0.02472000,shock_inversion_stop,6,02:45:10,02:45:16
Run_Nuit,2026-08-15T02:45:39Z,2286,ALPHA_X13_BURST13,BUY,63088.90000000,63088.90000000,0.24720000,0.00000000,0.00000000,fluid_exit_brake,5,02:45:33,02:45:38
Run_Nuit,2026-08-15T02:46:10Z,2289,ALPHA_X13_BURST13,BUY,63088.90000000,63089.00000000,0.24720000,0.01585065,0.02472000,shock_inversion_stop,4,02:46:05,02:46:10
Run_Nuit,2026-08-15T02:50:34Z,2323,ALPHA_X13_BURST13,BUY,63100.90000000,63100.90000000,0.20000000,0.00000000,0.00000000,shock_inversion_stop,5,02:50:28,02:50:34
Run_Nuit,2026-08-15T02:52:22Z,2336,ALPHA_X13_BURST13,BUY,63112.10000000,63112.00000000,0.24710000,-0.01584482,-0.02471000,shock_inversion_stop,5,02:52:17,02:52:22
Run_Nuit,2026-08-15T02:55:59Z,2363,ALPHA_X13_BURST13,BUY,63112.00000000,63112.10000000,0.24710000,0.01584485,0.02471000,fluid_exit_brake,5,02:55:54,02:55:59
Run_Nuit,2026-08-15T02:58:08Z,2379,ALPHA_X13_BURST13,BUY,63112.10000000,63112.60000000,0.24710000,0.07922411,0.12355000,shock_inversion_stop,6,02:58:02,02:58:08
Run_Nuit,2026-08-15T03:04:32Z,2427,ALPHA_X13_BURST13,BUY,63112.00000000,63113.20000000,0.12350000,0.19013817,0.14820000,shock_inversion_stop,7,03:04:24,03:04:32
Run_Nuit,2026-08-15T03:04:54Z,2428,ALPHA_X13_BURST13,BUY,63112.00000000,63112.00000000,0.12350000,0.00000000,0.00000000,shock_inversion_stop,5,03:04:48,03:04:53
Run_Nuit,2026-08-15T03:27:03Z,2600,ALPHA_X13_BURST13,BUY,63081.50000000,63081.50000000,0.12360000,0.00000000,0.00000000,shock_inversion_stop,5,03:26:58,03:27:03
Run_Nuit,2026-08-15T04:01:44Z,2869,ALPHA_X13_BURST13,BUY,63041.90000000,63043.50000000,0.12370000,0.25379946,0.19792000,shock_inversion_stop,5,04:01:38,04:01:43
Run_Nuit,2026-08-15T04:02:47Z,2875,ALPHA_X13_BURST13,BUY,63043.50000000,63043.60000000,0.12360000,0.01586206,0.01236000,shock_inversion_stop,5,04:02:41,04:02:46
Run_Nuit,2026-08-15T04:03:26Z,2879,ALPHA_X13_BURST13,BUY,63043.60000000,63047.90000000,0.12360000,0.68206765,0.53148000,shock_inversion_stop,5,04:03:21,04:03:26
Run_Nuit,2026-08-15T04:04:06Z,2883,ALPHA_X13_BURST13,BUY,63048.90000000,63049.00000000,0.12360000,0.01586070,0.01236000,shock_inversion_stop,5,04:04:01,04:04:06
Run_Nuit,2026-08-15T04:05:59Z,2897,ALPHA_X13_BURST13,BUY,63049.90000000,63049.90000000,0.12360000,0.00000000,0.00000000,shock_inversion_stop,5,04:05:54,04:05:59
Run_Nuit,2026-08-15T04:08:49Z,2917,ALPHA_X13_BURST13,BUY,63044.20000000,63042.00000000,0.12370000,-0.34896152,-0.27214000,fluid_exit_brake,10,04:08:39,04:08:49
Run_Nuit,2026-08-15T04:09:52Z,2924,ALPHA_X13_BURST13,BUY,63041.80000000,63042.20000000,0.12360000,0.06344996,0.04944000,shock_inversion_stop,8,04:09:44,04:09:52
Run_Nuit,2026-08-15T04:25:38Z,3044,ALPHA_X13_BURST13,BUY,63097.10000000,63097.10000000,0.12360000,0.00000000,0.00000000,shock_inversion_stop,5,04:25:33,04:25:38
Run_Nuit,2026-08-15T04:26:18Z,3048,ALPHA_X13_BURST13,BUY,63097.00000000,63097.00000000,0.12360000,0.00000000,0.00000000,shock_inversion_stop,4,04:26:13,04:26:18
Run_Nuit,2026-08-15T04:26:46Z,3050,ALPHA_X13_BURST13,BUY,63099.30000000,63099.30000000,0.12360000,0.00000000,0.00000000,shock_inversion_stop,4,04:26:41,04:26:46
Run_Nuit,2026-08-15T04:27:09Z,3052,ALPHA_X13_BURST13,BUY,63099.30000000,63099.40000000,0.12360000,0.01584804,0.01236000,shock_inversion_stop,5,04:27:04,04:27:09
Run_Nuit,2026-08-15T04:31:26Z,3084,ALPHA_X13_BURST13,BUY,63102.60000000,63102.70000000,0.12360000,0.01584721,0.01236000,shock_inversion_stop,4,04:31:21,04:31:26
Run_Nuit,2026-08-15T04:46:59Z,3202,ALPHA_X13_BURST13,BUY,63126.70000000,63126.60000000,0.12350000,-0.01584116,-0.01235000,fluid_exit_inversion,13,04:46:46,04:46:59
Run_Nuit,2026-08-15T04:47:16Z,3203,ALPHA_X13_BURST13,BUY,63126.50000000,63126.60000000,0.12350000,0.01584121,0.01235000,shock_inversion_stop,5,04:47:11,04:47:16
Run_Nuit,2026-08-15T05:41:15Z,3606,ALPHA_X13_BURST13,BUY,63041.80000000,63041.80000000,0.12370000,0.00000000,0.00000000,shock_inversion_stop,5,05:41:10,05:41:15
Run_Nuit,2026-08-15T05:43:46Z,3622,ALPHA_X13_BURST13,BUY,63042.30000000,63061.70000000,0.12370000,3.07729889,2.39978000,shock_inversion_stop,5,05:43:41,05:43:46
Run_4h_1,2026-08-14T12:54:55Z,30,BETA_X5,SELL,62760.80000000,62760.80000000,0.00940000,-0.00000000,-0.00000000,shock_inversion_stop,5,12:54:49,12:54:54
Run_4h_1,2026-08-14T12:55:42Z,35,BETA_X5,SELL,62760.80000000,62760.60000000,0.00940000,0.03186703,0.00188000,shock_inversion_stop,5,12:55:36,12:55:41
Run_4h_1,2026-08-14T12:56:45Z,42,BETA_X5,SELL,62759.70000000,62759.70000000,0.00940000,-0.00000000,-0.00000000,shock_inversion_stop,5,12:56:40,12:56:45
Run_4h_1,2026-08-14T12:57:46Z,49,BETA_X5,SELL,62756.00000000,62756.00000000,0.00940000,-0.00000000,-0.00000000,shock_inversion_stop,5,12:57:40,12:57:45
Run_4h_1,2026-08-14T12:58:03Z,50,BETA_X5,SELL,62761.70000000,62756.00000000,0.01540000,0.90819720,0.08778000,shock_inversion_stop,5,12:57:57,12:58:02
Run_4h_1,2026-08-14T13:00:49Z,71,BETA_X5,SELL,62759.10000000,62761.70000000,0.00470000,-0.41428255,-0.01222000,fluid_exit_inversion,5,13:00:43,13:00:48
Run_4h_1,2026-08-14T13:05:03Z,104,BETA_X5,SELL,62691.30000000,62692.90000000,0.00470000,-0.25521883,-0.00752000,shock_inversion_stop,5,13:04:58,13:05:03
