timestamp,elapsed_s,phase,btc_price,entropy,atr_10m,tickvel_10m,vm,mkt_hz,v_ace_hz,phase_lock,macro_bias,mode,lev,quorum_target,t_base_s,k_factor,side,tick_bps,fast_path,recalibrated,p95_ms,p99_ms,quorum_obs,slippage_pct,impact_pct,one_to_one_ok,holo_gate,trade,pnl_step,cum_pnl
2026-02-27T16:28:20Z,0,warmup,100009.31,0.123969,9.31,0.931,0,0.1,7.2,0.645,NEUTRAL,NORMAL,5,7,60,0.70,LONG,0.931,YES,YES,318.625,819.845,7,0.0939689,0.593126,OK,PASS,NO_TRADE,0.00,0.00
2026-02-27T16:28:26Z,6,warmup,99998.97,0.0944829,9.825,0.9825,0,0.1,7.2,0.645,NEUTRAL,SAFE,1,7,60,0.50,FLAT,1.0339,YES,YES,279.311,672.415,7,0.0644829,0.396553,OK,FAST_PANIC_SAFE,NO_TRADE,0.00,0.00
2026-02-27T16:28:31Z,12,warmup,99980.21,0.0818664,12.8033,1.28033,0,0.1,7.2,0.645,NEUTRAL,SAFE,1,7,60,0.50,FLAT,1.87602,YES,YES,262.489,609.332,7,0.0518664,0.312443,OK,FAST_PANIC_SAFE,NO_TRADE,0.00,0.00
2026-02-27T16:28:36Z,17,warmup,99973.40,0.099783,11.305,1.1305,0,0.1,7.2,0.645,NEUTRAL,NORMAL,5,7,60,0.70,SHORT,0.681135,YES,YES,286.377,698.915,7,0.069783,0.431887,OK,PASS,NO_TRADE,0.00,0.00
