model_file,start_utc,end_utc,tag,pnl_total_usdt,status,notes
MODELE_VIDE_FROID_8H_20260310_231016.sh,2026-03-10T23:10:16Z,2026-03-11T07:10:16Z,MASTER_BASE_V8_5_IMPACT_8H00,17.6229,PLUS_VALUE_ARCHIVE,"Copie du modele validee comme base de travail"
