open_time,open,high,low,close,volume,close_time
1784133180000,65089.30,65089.30,65026.70,65032.50,90.719,1784133239999
1784133240000,65032.50,65056.50,64956.30,64958.70,542.423,1784133299999
1784133300000,64958.70,64958.80,64848.60,64873.50,1238.102,1784133359999
1784133360000,64873.40,64881.70,64781.50,64798.30,781.547,1784133419999
1784133420000,64798.40,64808.20,64774.00,64790.30,300.872,1784133479999
1784133480000,64790.30,64790.40,64752.00,64766.00,335.900,1784133539999
1784133540000,64765.90,64840.30,64765.80,64820.00,341.104,1784133599999
1784133600000,64820.00,64845.00,64810.50,64811.40,254.617,1784133659999
1784133660000,64811.50,64850.10,64778.70,64850.10,358.242,1784133719999
1784133720000,64850.10,64869.00,64850.10,64860.00,88.221,1784133779999
1784133780000,64860.00,64870.00,64851.30,64869.80,120.495,1784133839999
1784133840000,64869.90,64905.70,64867.40,64905.70,250.277,1784133899999
1784133900000,64905.70,64916.90,64896.00,64905.50,191.293,1784133959999
1784133960000,64905.50,65034.40,64896.10,65004.80,780.090,1784134019999
1784134020000,65004.70,65006.60,64954.40,64954.50,476.265,1784134079999
1784134080000,64954.40,64982.50,64953.10,64980.30,146.132,1784134139999
1784134140000,64980.20,65000.00,64980.20,64999.90,158.916,1784134199999
1784134200000,64999.90,65006.30,64978.20,64988.20,137.643,1784134259999
1784134260000,64988.20,65010.00,64988.20,64988.20,93.339,1784134319999
1784134320000,64988.30,65030.00,64988.20,65010.50,188.367,1784134379999
1784134380000,65010.60,65050.00,65010.50,65050.00,264.023,1784134439999
1784134440000,65049.90,65059.90,65030.90,65038.00,125.147,1784134499999
1784134500000,65038.00,65043.90,65013.30,65013.40,53.287,1784134559999
1784134560000,65013.30,65013.60,64994.80,64995.80,68.832,1784134619999
1784134620000,64995.90,65020.00,64980.00,65016.70,195.227,1784134679999
1784134680000,65016.70,65045.00,65016.70,65045.00,157.476,1784134739999
1784134740000,65045.00,65092.30,65044.90,65089.50,382.792,1784134799999
1784134800000,65089.60,65127.80,65089.60,65127.70,266.150,1784134859999
1784134860000,65127.80,65127.80,65039.90,65050.00,330.337,1784134919999
1784134920000,65049.90,65098.90,65049.90,65092.00,278.133,1784134979999
1784134980000,65092.00,65116.00,65091.90,65094.40,141.183,1784135039999
1784135040000,65094.40,65098.20,65067.50,65077.90,50.848,1784135099999
1784135100000,65077.90,65099.00,65077.90,65095.20,42.711,1784135159999
1784135160000,65095.20,65106.80,65050.00,65050.10,73.990,1784135219999
1784135220000,65050.00,65057.40,65040.10,65050.50,109.356,1784135279999
1784135280000,65050.50,65080.00,65050.50,65076.30,125.572,1784135339999
1784135340000,65076.30,65090.00,65066.00,65089.90,111.587,1784135399999
1784135400000,65090.00,65090.00,65046.50,65046.50,145.550,1784135459999
1784135460000,65046.50,65058.50,65043.30,65054.90,120.995,1784135519999
1784135520000,65054.90,65070.00,65054.90,65065.90,112.636,1784135579999
1784135580000,65065.80,65080.00,65051.50,65051.50,109.255,1784135639999
1784135640000,65051.50,65051.60,64977.10,64991.70,255.155,1784135699999
1784135700000,64991.80,65007.20,64991.70,65005.60,162.167,1784135759999
1784135760000,65005.70,65015.20,64967.00,64973.00,131.418,1784135819999
1784135820000,64973.00,65000.00,64967.90,65000.00,152.352,1784135879999
1784135880000,64999.90,65019.10,64951.80,64958.90,421.375,1784135939999
1784135940000,64958.90,64978.80,64944.90,64978.50,69.699,1784135999999
1784136000000,64978.60,64995.70,64978.50,64989.00,46.021,1784136059999
1784136060000,64989.00,65010.00,64980.90,65010.00,86.281,1784136119999
1784136120000,65010.00,65024.00,65009.90,65024.00,129.795,1784136179999
1784136180000,65024.00,65030.00,65015.40,65015.40,76.072,1784136239999
1784136240000,65015.40,65029.50,64999.20,65029.50,46.922,1784136299999
1784136300000,65029.40,65040.00,65029.40,65031.20,62.162,1784136359999
1784136360000,65031.30,65031.30,64972.00,64973.00,50.201,1784136419999
1784136420000,64972.90,64973.10,64961.70,64972.80,54.873,1784136479999
1784136480000,64972.90,64981.80,64967.60,64980.80,68.318,1784136539999
1784136540000,64980.70,65010.00,64980.70,65010.00,60.114,1784136599999
1784136600000,65009.90,65034.90,65009.90,65034.90,151.341,1784136659999
1784136660000,65034.80,65050.00,65009.60,65009.60,169.443,1784136719999
1784136720000,65009.70,65009.70,64990.60,64999.90,121.260,1784136779999
1784136780000,64999.90,65000.00,64992.10,64999.90,46.201,1784136839999
1784136840000,64999.90,65010.00,64973.00,64982.90,66.298,1784136899999
1784136900000,64982.90,64982.90,64948.70,64956.50,65.064,1784136959999
1784136960000,64956.40,64971.10,64939.50,64968.90,66.243,1784137019999
1784137020000,64968.90,64994.40,64968.90,64977.70,65.771,1784137079999
1784137080000,64977.60,64986.30,64971.90,64986.30,56.812,1784137139999
1784137140000,64986.30,65058.60,64986.20,65031.00,167.779,1784137199999
1784137200000,65031.00,65066.60,65031.00,65047.90,53.437,1784137259999
1784137260000,65048.00,65085.70,65047.90,65068.90,60.275,1784137319999
1784137320000,65068.90,65069.00,64973.60,64978.90,402.819,1784137379999
1784137380000,64978.80,64998.50,64968.80,64998.40,51.196,1784137439999
1784137440000,64998.40,65021.50,64998.40,65006.60,239.215,1784137499999
1784137500000,65006.60,65034.80,64948.90,65027.20,325.227,1784137559999
1784137560000,65027.20,65148.20,65027.10,65145.50,455.673,1784137619999
1784137620000,65145.50,65148.20,65144.50,65148.10,143.932,1784137679999
1784137680000,65148.00,65148.10,64957.10,64957.20,1233.672,1784137739999
1784137740000,64957.20,64978.60,64952.50,64975.80,131.644,1784137799999
1784137800000,64975.60,65020.30,64975.60,65016.30,46.754,1784137859999
1784137860000,65016.30,65038.00,64967.90,64991.10,98.936,1784137919999
1784137920000,64991.00,65068.50,64991.00,64991.20,314.708,1784137979999
1784137980000,64991.20,65019.40,64969.90,64993.30,145.485,1784138039999
1784138040000,64993.40,65018.30,64993.30,65000.60,112.365,1784138099999
1784138100000,65000.70,65018.30,64994.00,64997.60,110.810,1784138159999
1784138160000,64997.60,65012.50,64981.90,65009.50,77.276,1784138219999
1784138220000,65009.40,65037.90,64999.90,65037.90,30.801,1784138279999
1784138280000,65037.80,65050.70,65027.50,65038.40,30.139,1784138339999
1784138340000,65038.50,65038.50,65019.10,65023.10,21.977,1784138399999
1784138400000,65023.10,65054.70,65008.60,65042.00,164.287,1784138459999
1784138460000,65041.90,65042.00,64978.50,64996.20,149.574,1784138519999
1784138520000,64996.30,64996.80,64967.30,64968.50,106.229,1784138579999
1784138580000,64968.40,64968.50,64966.00,64966.10,40.225,1784138639999
1784138640000,64966.00,64966.10,64955.00,64961.60,49.193,1784138699999
1784138700000,64961.50,64963.90,64920.10,64963.90,202.070,1784138759999
1784138760000,64963.80,64978.50,64957.90,64957.90,97.996,1784138819999
1784138820000,64958.00,64982.50,64949.20,64976.10,72.088,1784138879999
1784138880000,64976.10,65000.00,64967.10,64986.50,21.270,1784138939999
1784138940000,64986.50,65013.50,64972.40,65010.30,26.330,1784138999999
1784139000000,65010.30,65015.00,65004.00,65014.90,19.551,1784139059999
1784139060000,65014.90,65056.30,65014.90,65048.90,80.651,1784139119999
1784139120000,65048.90,65092.70,65048.80,65072.00,58.015,1784139179999
1784139180000,65072.00,65090.10,65067.80,65077.00,39.416,1784139239999
1784139240000,65077.10,65130.00,65070.50,65094.20,238.193,1784139299999
1784139300000,65094.10,65094.20,65030.80,65044.20,74.167,1784139359999
1784139360000,65044.20,65048.50,65024.70,65026.70,36.089,1784139419999
1784139420000,65026.70,65084.30,65023.70,65076.00,34.948,1784139479999
1784139480000,65076.10,65087.00,65064.70,65087.00,20.975,1784139539999
1784139540000,65087.10,65093.80,65052.90,65052.90,31.734,1784139599999
1784139600000,65052.90,65071.70,65051.50,65071.60,12.179,1784139659999
1784139660000,65071.60,65073.40,65055.90,65073.40,18.804,1784139719999
1784139720000,65073.50,65096.90,65072.40,65094.40,35.210,1784139779999
1784139780000,65094.50,65094.50,65066.90,65067.00,16.491,1784139839999
1784139840000,65066.90,65083.20,65062.40,65070.90,28.428,1784139899999
1784139900000,65071.00,65071.00,65003.40,65003.40,101.284,1784139959999
1784139960000,65003.40,65015.00,64989.30,65011.80,196.251,1784140019999
1784140020000,65011.90,65043.10,65008.80,65043.10,43.084,1784140079999
1784140080000,65043.00,65043.10,65040.30,65040.30,12.079,1784140139999
1784140140000,65040.40,65040.40,65012.30,65031.70,42.107,1784140199999
1784140200000,65031.70,65070.90,65028.50,65063.20,38.436,1784140259999
1784140260000,65063.20,65070.90,65055.30,65064.00,25.556,1784140319999
1784140320000,65064.00,65087.90,65063.90,65084.80,23.965,1784140379999
1784140380000,65084.90,65092.30,65060.00,65060.10,16.335,1784140439999
1784140440000,65060.00,65062.80,65056.00,65062.70,12.564,1784140499999
1784140500000,65062.70,65062.70,65027.70,65046.10,55.680,1784140559999
1784140560000,65046.10,65046.10,65023.40,65027.50,24.029,1784140619999
1784140620000,65027.50,65040.00,65026.50,65032.10,17.655,1784140679999
1784140680000,65032.00,65039.00,65032.00,65038.80,6.781,1784140739999
1784140740000,65038.80,65038.80,65003.40,65003.40,14.577,1784140799999
1784140800000,65003.50,65009.90,64993.60,64993.60,24.357,1784140859999
1784140860000,64993.70,64993.70,64989.00,64989.00,13.079,1784140919999
1784140920000,64989.00,64989.10,64966.00,64978.50,37.658,1784140979999
1784140980000,64978.50,64978.60,64956.40,64972.30,37.808,1784141039999
1784141040000,64972.30,64972.40,64950.00,64951.90,96.762,1784141099999
1784141100000,64951.90,64978.00,64930.00,64978.00,96.504,1784141159999
1784141160000,64978.00,64987.20,64929.30,64933.70,61.506,1784141219999
1784141220000,64931.10,64970.50,64929.30,64970.50,105.197,1784141279999
1784141280000,64970.50,64975.00,64948.10,64963.40,28.002,1784141339999
1784141340000,64963.50,64987.00,64960.30,64986.90,83.675,1784141399999
1784141400000,64987.00,64991.10,64968.00,64991.10,28.299,1784141459999
1784141460000,64991.10,64991.10,64906.30,64906.30,73.132,1784141519999
1784141520000,64906.40,64931.00,64906.30,64924.70,48.470,1784141579999
1784141580000,64924.80,64924.80,64881.30,64881.40,54.344,1784141639999
1784141640000,64881.40,64885.60,64870.40,64885.50,47.106,1784141699999
1784141700000,64885.60,64901.40,64881.50,64885.50,33.149,1784141759999
1784141760000,64885.60,64885.70,64852.80,64852.80,57.121,1784141819999
1784141820000,64852.90,64859.70,64852.00,64859.70,47.570,1784141879999
1784141880000,64859.70,64872.70,64817.10,64822.40,107.137,1784141939999
1784141940000,64822.40,64837.40,64820.10,64837.40,43.794,1784141999999
1784142000000,64837.40,64842.50,64820.00,64838.90,95.229,1784142059999
1784142060000,64838.90,64865.70,64835.00,64865.60,41.409,1784142119999
1784142120000,64865.70,64882.80,64865.40,64882.70,48.667,1784142179999
1784142180000,64882.80,64908.10,64882.80,64892.80,37.357,1784142239999
1784142240000,64892.90,64924.00,64892.80,64912.30,47.563,1784142299999
1784142300000,64912.30,64914.50,64885.00,64903.60,52.175,1784142359999
1784142360000,64903.60,64903.60,64879.20,64897.50,27.021,1784142419999
1784142420000,64897.40,64903.60,64878.10,64878.10,26.316,1784142479999
1784142480000,64878.20,64878.20,64862.20,64873.90,19.508,1784142539999
1784142540000,64874.00,64885.10,64873.90,64877.20,9.933,1784142599999
1784142600000,64877.20,64901.00,64873.90,64900.90,31.703,1784142659999
1784142660000,64901.00,64906.30,64896.80,64896.80,14.410,1784142719999
1784142720000,64896.80,64915.40,64889.20,64902.20,64.112,1784142779999
1784142780000,64902.20,64902.80,64881.20,64902.80,25.973,1784142839999
1784142840000,64902.80,64909.20,64899.00,64902.10,9.231,1784142899999
1784142900000,64902.00,64902.10,64864.10,64865.20,23.524,1784142959999
1784142960000,64865.30,64867.90,64857.80,64859.60,21.872,1784143019999
1784143020000,64859.70,64867.40,64813.80,64813.80,68.687,1784143079999
1784143080000,64813.90,64814.50,64790.90,64790.90,116.648,1784143139999
1784143140000,64791.00,64798.90,64785.40,64789.50,37.425,1784143199999
1784143200000,64789.50,64789.50,64708.00,64733.90,313.762,1784143259999
1784143260000,64734.00,64763.40,64724.90,64763.40,152.760,1784143319999
1784143320000,64763.40,64789.50,64754.30,64778.50,56.318,1784143379999
1784143380000,64778.60,64788.20,64750.00,64760.40,65.827,1784143439999
1784143440000,64760.50,64791.00,64760.40,64784.90,45.857,1784143499999
1784143500000,64784.90,64784.90,64767.00,64784.00,42.833,1784143559999
1784143560000,64784.00,64795.50,64783.90,64795.50,28.808,1784143619999
1784143620000,64795.40,64818.00,64795.40,64804.10,63.437,1784143679999
1784143680000,64804.00,64816.60,64804.00,64816.50,17.000,1784143739999
1784143740000,64816.60,64840.00,64816.50,64829.50,38.416,1784143799999
1784143800000,64829.60,64908.80,64829.50,64908.80,79.686,1784143859999
1784143860000,64908.70,64910.50,64872.30,64894.30,46.869,1784143919999
1784143920000,64894.30,64907.20,64825.90,64832.30,83.869,1784143979999
1784143980000,64832.50,64882.80,64832.50,64866.40,53.574,1784144039999
1784144040000,64866.40,64870.30,64838.00,64846.80,43.330,1784144099999
1784144100000,64846.90,64858.60,64812.90,64858.60,81.791,1784144159999
1784144160000,64858.60,64871.00,64856.30,64870.90,15.729,1784144219999
1784144220000,64870.90,64891.50,64870.90,64891.50,23.314,1784144279999
1784144280000,64891.50,64900.00,64878.50,64886.70,20.168,1784144339999
1784144340000,64886.70,64896.30,64885.00,64896.30,12.686,1784144399999
1784144400000,64896.30,64941.60,64896.20,64941.50,57.488,1784144459999
1784144460000,64941.50,64941.50,64926.90,64926.90,23.362,1784144519999
1784144520000,64926.90,64942.80,64920.10,64942.70,28.589,1784144579999
1784144580000,64942.80,64958.10,64942.70,64949.10,49.980,1784144639999
1784144640000,64949.10,64962.50,64949.10,64957.30,29.809,1784144699999
1784144700000,64957.20,64957.20,64930.00,64930.00,47.421,1784144759999
1784144760000,64930.10,64930.10,64893.20,64893.40,27.531,1784144819999
1784144820000,64893.30,64893.40,64885.30,64886.70,17.239,1784144879999
1784144880000,64886.70,64898.40,64885.10,64885.20,13.141,1784144939999
1784144940000,64885.10,64888.00,64880.00,64880.00,9.271,1784144999999
1784145000000,64880.10,64916.20,64857.60,64899.50,92.306,1784145059999
1784145060000,64899.50,64916.50,64899.50,64911.10,17.736,1784145119999
1784145120000,64911.00,64911.90,64897.00,64911.90,26.060,1784145179999
1784145180000,64911.90,64946.80,64911.80,64944.80,33.586,1784145239999
1784145240000,64944.80,64950.00,64941.20,64950.00,30.951,1784145299999
1784145300000,64950.00,64963.60,64945.60,64963.50,34.864,1784145359999
1784145360000,64963.60,64967.90,64958.90,64962.20,43.162,1784145419999
1784145420000,64962.20,64962.20,64951.70,64955.90,24.991,1784145479999
1784145480000,64956.00,64956.00,64941.30,64952.10,25.894,1784145539999
1784145540000,64952.10,64952.10,64924.60,64942.00,88.324,1784145599999
1784145600000,64942.10,64948.50,64880.10,64909.50,74.838,1784145659999
1784145660000,64909.50,64913.00,64886.30,64913.00,20.328,1784145719999
1784145720000,64913.00,64937.00,64913.00,64936.90,17.080,1784145779999
1784145780000,64937.00,64952.40,64934.40,64952.30,23.371,1784145839999
1784145840000,64952.30,64952.40,64926.20,64926.30,23.553,1784145899999
1784145900000,64926.20,64930.30,64917.00,64926.20,19.915,1784145959999
1784145960000,64926.20,64926.30,64916.50,64926.20,24.014,1784146019999
1784146020000,64926.30,64944.60,64926.20,64941.90,14.264,1784146079999
1784146080000,64941.80,64950.10,64940.00,64942.30,24.148,1784146139999
1784146140000,64942.30,64961.60,64869.80,64911.50,85.335,1784146199999
1784146200000,64911.60,64931.10,64911.60,64931.00,12.471,1784146259999
1784146260000,64931.00,64932.00,64931.00,64931.90,9.725,1784146319999
1784146320000,64931.90,64949.20,64931.90,64949.20,9.506,1784146379999
1784146380000,64949.20,64949.20,64912.40,64915.10,41.799,1784146439999
1784146440000,64915.10,64919.30,64915.10,64917.10,9.690,1784146499999
1784146500000,64917.10,64933.40,64916.60,64929.90,14.105,1784146559999
1784146560000,64929.90,64971.70,64929.90,64971.30,47.681,1784146619999
1784146620000,64971.20,64971.90,64960.20,64960.30,46.739,1784146679999
1784146680000,64960.20,64960.30,64960.20,64960.30,2.604,1784146739999
