ts,run_id,unit,cycle,symbol,bid,ask,mid,spread_bps,momentum_bps,regime,decision,side,confidence,reason
2026-09-01T15:33:10Z,ACE_DUO_CLEAN_V3_15M,ALPHA,1,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00371356 threshold=0.05;source=ACE_DUO_CLEAN_V3_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:33:15Z,ACE_DUO_CLEAN_V3_15M,ALPHA,2,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00000000 threshold=0.05;source=ACE_DUO_CLEAN_V3_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:33:23Z,ACE_DUO_CLEAN_V3_15M,ALPHA,3,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:mom=short structure=long;source=ACE_DUO_CLEAN_V3_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:34:37Z,ACE_DUO_CLEAN_V3_15M,ALPHA,4,BTCUSDT,,,77844.5,,,FILLED,ALLOW,BUY,0.7039,csv_engine:trailing_stop;source=ACE_DUO_CLEAN_V3_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:34:46Z,ACE_DUO_CLEAN_V3_15M,ALPHA,5,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.5 mom_sig=1.88361148 raw_mom_bps=13.93016941 spread_bps=12.42360000 tension=1.88361148 bid_drop=12.24347463 ask_drop=0.00000000 swarm=0;source=ACE_DUO_CLEAN_V3_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:34:59Z,ACE_DUO_CLEAN_V3_15M,ALPHA,6,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.5 mom_sig=2.63281492 raw_mom_bps=0.00000000 spread_bps=12.42360000 tension=2.63281492 bid_drop=17.11329696 ask_drop=0.00000000 swarm=0;source=ACE_DUO_CLEAN_V3_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:35:06Z,ACE_DUO_CLEAN_V3_15M,ALPHA,7,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00012523 threshold=0.05;source=ACE_DUO_CLEAN_V3_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:35:11Z,ACE_DUO_CLEAN_V3_15M,ALPHA,8,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00000000 threshold=0.05;source=ACE_DUO_CLEAN_V3_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:35:16Z,ACE_DUO_CLEAN_V3_15M,ALPHA,9,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00000000 threshold=0.05;source=ACE_DUO_CLEAN_V3_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:35:22Z,ACE_DUO_CLEAN_V3_15M,ALPHA,10,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00000900 threshold=0.05;source=ACE_DUO_CLEAN_V3_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:35:27Z,ACE_DUO_CLEAN_V3_15M,ALPHA,11,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00000000 threshold=0.05;source=ACE_DUO_CLEAN_V3_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:35:32Z,ACE_DUO_CLEAN_V3_15M,ALPHA,12,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00000000 threshold=0.05;source=ACE_DUO_CLEAN_V3_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:35:40Z,ACE_DUO_CLEAN_V3_15M,ALPHA,13,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.1237 mom_sig=0.14840169 raw_mom_bps=0.00000000 spread_bps=16.65450000 tension=0.14840169 bid_drop=0.96461101 ask_drop=0.00429801 swarm=0;source=ACE_DUO_CLEAN_V3_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:35:46Z,ACE_DUO_CLEAN_V3_15M,ALPHA,14,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00000000 threshold=0.05;source=ACE_DUO_CLEAN_V3_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:35:52Z,ACE_DUO_CLEAN_V3_15M,ALPHA,15,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00186232 threshold=0.05;source=ACE_DUO_CLEAN_V3_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:36:00Z,ACE_DUO_CLEAN_V3_15M,ALPHA,16,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.3754 mom_sig=0.45046834 raw_mom_bps=0.00000000 spread_bps=13.71850000 tension=0.45046834 bid_drop=2.92804421 ask_drop=0.00000000 swarm=0;source=ACE_DUO_CLEAN_V3_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:38:23Z,ACE_DUO_CLEAN_V3_15M,ALPHA,17,BTCUSDT,,,77996.9,,,FILLED,ALLOW,BUY,0.5096,csv_engine:stop_loss;source=ACE_DUO_CLEAN_V3_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:38:29Z,ACE_DUO_CLEAN_V3_15M,ALPHA,18,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00000000 threshold=0.05;source=ACE_DUO_CLEAN_V3_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:38:36Z,ACE_DUO_CLEAN_V3_15M,ALPHA,19,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.1735 mom_sig=0.20822363 raw_mom_bps=15.06364486 spread_bps=17.09040000 tension=0.20822363 bid_drop=0.00000000 ask_drop=1.35345357 swarm=0;source=ACE_DUO_CLEAN_V3_15M_ALPHA_X13_BURST13.csv
