funding_time,rate
1772323200005,-0.00000688
1772352000000,0.00004563
1772380800002,0.00002948
1772409600001,-0.00000299
1772438400007,-0.00001956
1772467200000,-0.00001083
1772496000000,-0.00000186
1772524800000,0.00001437
1772553600007,0.00001481
1772582400001,-0.00005390
1772611200005,0.00002520
1772640000000,0.00004683
1772668800000,0.00003567
1772697600000,0.00004965
1772726400004,0.00000174
1772755200001,0.00001689
1772784000001,-0.00003061
1772812800004,-0.00002176
