ts,run_id,unit,cycle,symbol,bid,ask,mid,spread_bps,momentum_bps,regime,decision,side,confidence,reason
16:04:05,ACE_DUO_CLEAN_V4_15M,ALPHA,15,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:04:14,ACE_DUO_CLEAN_V4_15M,ALPHA,16,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:04:20,ACE_DUO_CLEAN_V4_15M,ALPHA,17,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:04:25,ACE_DUO_CLEAN_V4_15M,ALPHA,18,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:04:31,ACE_DUO_CLEAN_V4_15M,ALPHA,19,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:05:04,ACE_DUO_CLEAN_V4_15M,BETA,16,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:05:09,ACE_DUO_CLEAN_V4_15M,ALPHA,21,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:05:13,ACE_DUO_CLEAN_V4_15M,BETA,17,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:05:15,ACE_DUO_CLEAN_V4_15M,ALPHA,22,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:05:23,ACE_DUO_CLEAN_V4_15M,ALPHA,23,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.3713,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:05:26,ACE_DUO_CLEAN_V4_15M,BETA,18,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:05:30,ACE_DUO_CLEAN_V4_15M,ALPHA,24,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:05:31,ACE_DUO_CLEAN_V4_15M,BETA,19,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:05:36,ACE_DUO_CLEAN_V4_15M,ALPHA,25,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:05:36,ACE_DUO_CLEAN_V4_15M,BETA,20,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:05:46,ACE_DUO_CLEAN_V4_15M,BETA,21,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:05:46,ACE_DUO_CLEAN_V4_15M,ALPHA,26,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:05:52,ACE_DUO_CLEAN_V4_15M,BETA,22,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:05:52,ACE_DUO_CLEAN_V4_15M,ALPHA,27,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:06:00,ACE_DUO_CLEAN_V4_15M,BETA,23,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:06:00,ACE_DUO_CLEAN_V4_15M,ALPHA,28,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:06:07,ACE_DUO_CLEAN_V4_15M,BETA,24,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:06:08,ACE_DUO_CLEAN_V4_15M,ALPHA,29,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:06:13,ACE_DUO_CLEAN_V4_15M,BETA,25,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:06:13,ACE_DUO_CLEAN_V4_15M,ALPHA,30,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:06:18,ACE_DUO_CLEAN_V4_15M,BETA,26,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:06:21,ACE_DUO_CLEAN_V4_15M,ALPHA,31,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:06:23,ACE_DUO_CLEAN_V4_15M,BETA,27,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:06:26,ACE_DUO_CLEAN_V4_15M,ALPHA,32,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:06:30,ACE_DUO_CLEAN_V4_15M,BETA,28,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:06:35,ACE_DUO_CLEAN_V4_15M,ALPHA,33,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.1189,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:06:47,ACE_DUO_CLEAN_V4_15M,ALPHA,34,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:06:58,ACE_DUO_CLEAN_V4_15M,ALPHA,35,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:07:09,ACE_DUO_CLEAN_V4_15M,ALPHA,36,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:07:17,ACE_DUO_CLEAN_V4_15M,ALPHA,37,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.3294,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:07:22,ACE_DUO_CLEAN_V4_15M,ALPHA,38,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:07:27,ACE_DUO_CLEAN_V4_15M,ALPHA,39,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:07:35,ACE_DUO_CLEAN_V4_15M,ALPHA,40,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:07:43,ACE_DUO_CLEAN_V4_15M,ALPHA,41,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:07:49,ACE_DUO_CLEAN_V4_15M,ALPHA,42,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:07:54,ACE_DUO_CLEAN_V4_15M,ALPHA,43,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:08:03,ACE_DUO_CLEAN_V4_15M,ALPHA,44,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:08:12,ACE_DUO_CLEAN_V4_15M,ALPHA,45,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:08:13,ACE_DUO_CLEAN_V4_15M,BETA,30,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:08:25,ACE_DUO_CLEAN_V4_15M,ALPHA,46,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:08:26,ACE_DUO_CLEAN_V4_15M,BETA,31,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:08:32,ACE_DUO_CLEAN_V4_15M,BETA,32,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:08:32,ACE_DUO_CLEAN_V4_15M,ALPHA,47,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:08:37,ACE_DUO_CLEAN_V4_15M,BETA,33,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:08:37,ACE_DUO_CLEAN_V4_15M,ALPHA,48,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:08:45,ACE_DUO_CLEAN_V4_15M,ALPHA,49,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:08:47,ACE_DUO_CLEAN_V4_15M,BETA,34,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:08:51,ACE_DUO_CLEAN_V4_15M,ALPHA,50,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:08:52,ACE_DUO_CLEAN_V4_15M,BETA,35,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:08:56,ACE_DUO_CLEAN_V4_15M,ALPHA,51,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:08:59,ACE_DUO_CLEAN_V4_15M,BETA,36,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:09:01,ACE_DUO_CLEAN_V4_15M,ALPHA,52,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:09:05,ACE_DUO_CLEAN_V4_15M,BETA,37,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:09:07,ACE_DUO_CLEAN_V4_15M,ALPHA,53,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:09:13,ACE_DUO_CLEAN_V4_15M,BETA,38,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.3225,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:09:15,ACE_DUO_CLEAN_V4_15M,ALPHA,54,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.3405,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:09:23,ACE_DUO_CLEAN_V4_15M,ALPHA,55,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:09:28,ACE_DUO_CLEAN_V4_15M,BETA,39,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:09:28,ACE_DUO_CLEAN_V4_15M,ALPHA,56,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:09:36,ACE_DUO_CLEAN_V4_15M,BETA,40,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:09:39,ACE_DUO_CLEAN_V4_15M,ALPHA,57,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:09:44,ACE_DUO_CLEAN_V4_15M,BETA,41,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:09:44,ACE_DUO_CLEAN_V4_15M,ALPHA,58,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:09:50,ACE_DUO_CLEAN_V4_15M,ALPHA,59,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:09:55,ACE_DUO_CLEAN_V4_15M,ALPHA,60,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:09:56,ACE_DUO_CLEAN_V4_15M,BETA,42,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.1777,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:10:00,ACE_DUO_CLEAN_V4_15M,ALPHA,61,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:10:01,ACE_DUO_CLEAN_V4_15M,BETA,43,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:10:06,ACE_DUO_CLEAN_V4_15M,ALPHA,62,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:10:06,ACE_DUO_CLEAN_V4_15M,BETA,44,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:10:11,ACE_DUO_CLEAN_V4_15M,ALPHA,63,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:10:12,ACE_DUO_CLEAN_V4_15M,BETA,45,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:10:16,ACE_DUO_CLEAN_V4_15M,ALPHA,64,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:10:17,ACE_DUO_CLEAN_V4_15M,BETA,46,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:10:22,ACE_DUO_CLEAN_V4_15M,BETA,47,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:10:22,ACE_DUO_CLEAN_V4_15M,ALPHA,65,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:10:28,ACE_DUO_CLEAN_V4_15M,BETA,48,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:10:28,ACE_DUO_CLEAN_V4_15M,ALPHA,66,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:10:34,ACE_DUO_CLEAN_V4_15M,ALPHA,67,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:10:35,ACE_DUO_CLEAN_V4_15M,BETA,49,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:10:40,ACE_DUO_CLEAN_V4_15M,ALPHA,68,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:10:41,ACE_DUO_CLEAN_V4_15M,BETA,50,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:10:46,ACE_DUO_CLEAN_V4_15M,ALPHA,69,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:10:46,ACE_DUO_CLEAN_V4_15M,BETA,51,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:10:52,ACE_DUO_CLEAN_V4_15M,BETA,52,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:10:52,ACE_DUO_CLEAN_V4_15M,ALPHA,70,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:10:58,ACE_DUO_CLEAN_V4_15M,ALPHA,71,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:10:58,ACE_DUO_CLEAN_V4_15M,BETA,53,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:11:06,ACE_DUO_CLEAN_V4_15M,ALPHA,72,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.466,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:11:06,ACE_DUO_CLEAN_V4_15M,BETA,54,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.237,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:11:15,ACE_DUO_CLEAN_V4_15M,BETA,55,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.0547,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:11:15,ACE_DUO_CLEAN_V4_15M,ALPHA,73,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.0547,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:11:20,ACE_DUO_CLEAN_V4_15M,BETA,56,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:11:23,ACE_DUO_CLEAN_V4_15M,ALPHA,74,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:11:26,ACE_DUO_CLEAN_V4_15M,BETA,57,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:11:31,ACE_DUO_CLEAN_V4_15M,ALPHA,75,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.3136,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:11:31,ACE_DUO_CLEAN_V4_15M,BETA,58,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:11:37,ACE_DUO_CLEAN_V4_15M,BETA,59,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:11:37,ACE_DUO_CLEAN_V4_15M,ALPHA,76,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:11:45,ACE_DUO_CLEAN_V4_15M,BETA,60,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.0504,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:11:45,ACE_DUO_CLEAN_V4_15M,ALPHA,77,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.2744,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:11:53,ACE_DUO_CLEAN_V4_15M,BETA,61,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:11:53,ACE_DUO_CLEAN_V4_15M,ALPHA,78,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.4953,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
16:12:00,ACE_DUO_CLEAN_V4_15M,ALPHA,79,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V4_15M_LIVE_COLOR.log
