ts,px_close,H_alpha,H_beta,h_src_alpha,h_src_beta,pos_alpha,pos_beta,pnlVirtAlpha,pnlVirtBeta
2026-09-02T18:01:00,77287.00,1,1,SHADOW,SHADOW,77310.0,77310.0,8.5051,12.2572
2026-09-02T18:02:00,77345.30,1,1,SHADOW,SHADOW,,,11.1227,14.2370
2026-09-02T18:03:00,77330.60,1,1,SHADOW,SHADOW,,,11.1227,14.2370
2026-09-02T18:04:00,77323.50,1,1,SHADOW,SHADOW,,,11.1227,14.2370
2026-09-02T18:05:00,77314.10,1,1,SHADOW,SHADOW,,,11.1227,14.2370
2026-09-02T18:06:00,77313.70,1,1,SHADOW,SHADOW,77314.1,77314.1,11.1227,14.2370
2026-09-02T18:07:00,77309.90,1,1,SHADOW,SHADOW,,,11.3822,15.6310
2026-09-02T18:08:00,77338.60,1,1,SHADOW,SHADOW,,,11.3822,15.6310
2026-09-02T18:09:00,77392.00,1,1,SHADOW,SHADOW,,,11.3822,15.6310
2026-09-02T18:10:00,77387.50,1,1,SHADOW,SHADOW,,,11.3822,15.6310
2026-09-02T18:11:00,77372.80,1,1,SHADOW,SHADOW,77387.5,77387.5,11.3822,15.6310
2026-09-02T18:12:00,77369.00,1,1,SHADOW,SHADOW,77387.5,,11.3822,17.0028
2026-09-02T18:13:00,77364.40,1,1,SHADOW,SHADOW,,,11.4341,17.0028
2026-09-02T18:14:00,77379.40,1,1,SHADOW,SHADOW,,,11.4341,17.0028
2026-09-02T18:15:00,77396.70,1,1,SHADOW,SHADOW,,,11.4341,17.0028
2026-09-02T18:16:00,77399.90,1,1,SHADOW,SHADOW,77396.8,77396.8,11.4341,17.0028
2026-09-02T18:17:00,77372.10,1,1,SHADOW,SHADOW,,,11.6640,18.8492
2026-09-02T18:18:00,77453.10,1,1,SHADOW,SHADOW,,,11.6640,18.8492
2026-09-02T18:19:00,77415.80,1,1,SHADOW,SHADOW,,,11.6640,18.8492
2026-09-02T18:20:00,77402.40,1,1,SHADOW,SHADOW,,,11.6640,18.8492
2026-09-02T18:21:00,77388.50,1,1,SHADOW,SHADOW,77402.4,77402.4,11.6640,18.8492
2026-09-02T18:22:00,77368.30,1,1,SHADOW,SHADOW,77402.4,,11.6640,24.4550
2026-09-02T18:23:00,77408.00,1,1,SHADOW,SHADOW,,,12.8355,24.4550
2026-09-02T18:24:00,77418.20,1,1,SHADOW,SHADOW,,,12.8355,24.4550
2026-09-02T18:25:00,77421.70,1,1,SHADOW,SHADOW,,,12.8355,24.4550
2026-09-02T18:26:00,77438.50,1,1,SHADOW,SHADOW,77421.6,77421.6,12.8355,24.4550
2026-09-02T18:27:00,77411.20,1,1,SHADOW,SHADOW,,,14.9340,26.0937
2026-09-02T18:28:00,77417.20,1,1,SHADOW,SHADOW,,,14.9340,26.0937
2026-09-02T18:29:00,77409.50,1,1,SHADOW,SHADOW,,,14.9340,26.0937
2026-09-02T18:30:00,77416.50,1,1,SHADOW,SHADOW,,,14.9340,26.0937
2026-09-02T18:31:00,77419.70,1,1,SHADOW,SHADOW,77416.5,77416.5,14.9340,26.0937
2026-09-02T18:32:00,77413.10,1,1,SHADOW,SHADOW,,,15.1787,26.4942
2026-09-02T18:33:00,77418.50,1,1,SHADOW,SHADOW,,,15.1787,26.4942
2026-09-02T18:34:00,77354.30,1,1,SHADOW,SHADOW,,,15.1787,26.4942
2026-09-02T18:35:00,77384.00,1,1,SHADOW,SHADOW,,,15.1787,26.4942
2026-09-02T18:36:00,77347.90,1,1,SHADOW,SHADOW,77384.0,77384.0,15.1787,26.4942
2026-09-02T18:37:00,77289.30,1,1,SHADOW,SHADOW,77384.0,,15.1787,33.7610
2026-09-02T18:38:00,77299.60,1,1,SHADOW,SHADOW,77384.0,,15.1787,33.7610
2026-09-02T18:39:00,77274.80,1,1,SHADOW,SHADOW,77384.0,,15.1787,33.7610
2026-09-02T18:40:00,77266.50,1,1,SHADOW,SHADOW,77384.0,,15.1787,33.7610
2026-09-02T18:41:00,77307.70,1,1,SHADOW,SHADOW,77384.0,77266.5,15.1787,33.7610
2026-09-02T18:42:00,77289.90,1,1,SHADOW,SHADOW,77384.0,77266.5,15.1787,33.7610
2026-09-02T18:43:00,77288.90,1,1,SHADOW,SHADOW,77384.0,77266.5,15.1787,33.7610
2026-09-02T18:44:00,77275.00,1,1,SHADOW,SHADOW,77384.0,77266.5,15.1787,33.7610
2026-09-02T18:45:00,77297.80,1,1,SHADOW,SHADOW,77384.0,77266.5,15.1787,33.7610
2026-09-02T18:46:00,77276.00,1,1,SHADOW,SHADOW,77384.0,,15.1787,34.7546
2026-09-02T18:47:00,77268.70,1,1,SHADOW,SHADOW,77384.0,,15.1787,34.7546
2026-09-02T18:48:00,77364.00,1,1,SHADOW,SHADOW,77384.0,,15.1787,34.7546
2026-09-02T18:49:00,77362.10,1,1,SHADOW,SHADOW,77384.0,,15.1787,34.7546
2026-09-02T18:50:00,77343.60,1,1,SHADOW,SHADOW,77384.0,,15.1787,34.7546
2026-09-02T18:51:00,77337.30,1,1,SHADOW,SHADOW,77384.0,77343.5,15.1787,34.7546
2026-09-02T18:52:00,77275.20,1,1,SHADOW,SHADOW,77384.0,,15.1787,39.8191
2026-09-02T18:53:00,77309.90,1,1,SHADOW,SHADOW,77384.0,,15.1787,39.8191
2026-09-02T18:54:00,77334.30,1,1,SHADOW,SHADOW,77384.0,,15.1787,39.8191
2026-09-02T18:55:00,77342.40,1,1,SHADOW,SHADOW,77384.0,,15.1787,39.8191
2026-09-02T18:56:00,77339.80,1,1,SHADOW,SHADOW,77384.0,77342.3,15.1787,39.8191
2026-09-02T18:57:00,77305.40,1,1,SHADOW,SHADOW,77384.0,,15.1787,42.5627
2026-09-02T18:58:00,77339.80,1,1,SHADOW,SHADOW,77384.0,,15.1787,42.5627
2026-09-02T18:59:00,77341.00,1,1,SHADOW,SHADOW,77384.0,,15.1787,42.5627
2026-09-02T19:00:00,77315.90,1,1,SHADOW,SHADOW,77384.0,,15.1787,42.5627
2026-09-02T19:01:00,77293.00,1,1,SHADOW,SHADOW,77384.0,77316.0,15.1787,42.5627
2026-09-02T19:02:00,77315.00,1,1,SHADOW,SHADOW,77384.0,,15.1787,44.2756
2026-09-02T19:03:00,77306.60,1,1,SHADOW,SHADOW,77384.0,,15.1787,44.2756
2026-09-02T19:04:00,77324.20,1,1,SHADOW,SHADOW,77384.0,,15.1787,44.2756
2026-09-02T19:05:00,77311.60,1,1,SHADOW,SHADOW,77384.0,,15.1787,44.2756
2026-09-02T19:06:00,77329.90,1,1,SHADOW,SHADOW,77384.0,77311.7,15.1787,44.2756
2026-09-02T19:07:00,77357.80,1,1,SHADOW,SHADOW,77384.0,77311.7,15.1787,44.2756
2026-09-02T19:08:00,77344.30,1,1,SHADOW,SHADOW,77384.0,77311.7,15.1787,44.2756
2026-09-02T19:09:00,77360.20,1,1,SHADOW,SHADOW,77384.0,77311.7,15.1787,44.2756
2026-09-02T19:10:00,77325.20,1,1,SHADOW,SHADOW,77384.0,,15.1787,44.3794
2026-09-02T19:11:00,77295.20,1,1,SHADOW,SHADOW,77384.0,77325.3,15.1787,44.3794
2026-09-02T19:12:00,77308.50,1,1,SHADOW,SHADOW,77384.0,,15.1787,46.6113
2026-09-02T19:13:00,77347.60,1,1,SHADOW,SHADOW,77384.0,,15.1787,46.6113
2026-09-02T19:14:00,77350.00,1,1,SHADOW,SHADOW,77384.0,,15.1787,46.6113
2026-09-02T19:15:00,77333.80,1,1,SHADOW,SHADOW,,,15.2529,46.6113
2026-09-02T19:16:00,77331.90,1,1,SHADOW,SHADOW,77333.3,77333.3,15.2529,46.6113
2026-09-02T19:17:00,77270.30,1,1,SHADOW,SHADOW,,,15.9795,51.2902
2026-09-02T19:18:00,77259.30,1,1,SHADOW,SHADOW,,,15.9795,51.2902
2026-09-02T19:19:00,77269.50,1,1,SHADOW,SHADOW,,,15.9795,51.2902
2026-09-02T19:20:00,77222.40,1,1,SHADOW,SHADOW,,,15.9795,51.2902
2026-09-02T19:21:00,77221.40,1,1,SHADOW,SHADOW,77222.3,77222.3,15.9795,51.2902
2026-09-02T19:22:00,77242.80,1,1,SHADOW,SHADOW,,,17.4996,51.8909
2026-09-02T19:23:00,77227.40,1,1,SHADOW,SHADOW,,,17.4996,51.8909
2026-09-02T19:24:00,77203.50,1,1,SHADOW,SHADOW,,,17.4996,51.8909
2026-09-02T19:25:00,77201.00,1,1,SHADOW,SHADOW,,,17.4996,51.8909
2026-09-02T19:26:00,77186.80,1,1,SHADOW,SHADOW,77201.0,77201.0,17.4996,51.8909
2026-09-02T19:27:00,77180.20,1,1,SHADOW,SHADOW,77201.0,,17.4996,53.7743
2026-09-02T19:28:00,77178.60,1,1,SHADOW,SHADOW,77201.0,,17.4996,53.7743
2026-09-02T19:29:00,77124.00,1,1,SHADOW,SHADOW,77201.0,,17.4996,53.7743
2026-09-02T19:30:00,77127.90,1,1,SHADOW,SHADOW,77201.0,,17.4996,53.7743
2026-09-02T19:31:00,77127.40,1,1,SHADOW,SHADOW,77201.0,77128.0,17.4996,53.7743
2026-09-02T19:32:00,77126.90,1,1,SHADOW,SHADOW,77201.0,,17.4996,55.0719
2026-09-02T19:33:00,77130.40,1,1,SHADOW,SHADOW,77201.0,,17.4996,55.0719
2026-09-02T19:34:00,77100.40,1,1,SHADOW,SHADOW,77201.0,,17.4996,55.0719
2026-09-02T19:35:00,77098.10,1,1,SHADOW,SHADOW,77201.0,,17.4996,55.0719
2026-09-02T19:36:00,77114.00,1,1,SHADOW,SHADOW,77201.0,77098.0,17.4996,55.0719
2026-09-02T19:37:00,77117.80,1,1,SHADOW,SHADOW,77201.0,,17.4996,55.2944
2026-09-02T19:38:00,77110.60,1,1,SHADOW,SHADOW,77201.0,,17.4996,55.2944
2026-09-02T19:39:00,77149.90,1,1,SHADOW,SHADOW,77201.0,,17.4996,55.2944
2026-09-02T19:40:00,77180.60,1,1,SHADOW,SHADOW,,,18.6045,55.2944
2026-09-02T19:41:00,77176.00,1,1,SHADOW,SHADOW,77180.2,77180.2,18.6045,55.2944
2026-09-02T19:42:00,77202.10,1,1,SHADOW,SHADOW,,,21.1849,56.0804
2026-09-02T19:43:00,77211.60,1,1,SHADOW,SHADOW,,,21.1849,56.0804
2026-09-02T19:44:00,77195.80,1,1,SHADOW,SHADOW,,,21.1849,56.0804
2026-09-02T19:45:00,77196.30,1,1,SHADOW,SHADOW,,,21.1849,56.0804
2026-09-02T19:46:00,77216.10,1,1,SHADOW,SHADOW,77196.3,77196.3,21.1849,56.0804
2026-09-02T19:47:00,77174.40,1,1,SHADOW,SHADOW,,,22.6605,58.1121
2026-09-02T19:48:00,77186.60,1,1,SHADOW,SHADOW,,,22.6605,58.1121
2026-09-02T19:49:00,77186.30,1,1,SHADOW,SHADOW,,,22.6605,58.1121
2026-09-02T19:50:00,77206.50,1,1,SHADOW,SHADOW,,,22.6605,58.1121
2026-09-02T19:51:00,77238.20,1,1,SHADOW,SHADOW,77206.5,77206.5,22.6605,58.1121
2026-09-02T19:52:00,77216.60,1,1,SHADOW,SHADOW,,77206.5,26.5386,58.1121
2026-09-02T19:53:00,77172.20,1,1,SHADOW,SHADOW,,,26.5386,61.2561
2026-09-02T19:54:00,77154.80,1,1,SHADOW,SHADOW,,,26.5386,61.2561
2026-09-02T19:55:00,77142.40,1,1,SHADOW,SHADOW,,,26.5386,61.2561
2026-09-02T19:56:00,77154.00,1,1,SHADOW,SHADOW,77142.3,77142.3,26.5386,61.2561
2026-09-02T19:57:00,77187.70,1,1,SHADOW,SHADOW,,77142.3,29.9051,61.2561
2026-09-02T19:58:00,77252.20,1,1,SHADOW,SHADOW,,77142.3,29.9051,61.2561
2026-09-02T19:59:00,77301.30,1,1,SHADOW,SHADOW,,77142.3,29.9051,61.2561
2026-09-02T20:00:00,77280.90,1,1,SHADOW,SHADOW,,77142.3,29.9051,61.2561
2026-09-02T20:01:00,77324.60,1,1,SHADOW,SHADOW,77281.0,77142.3,29.9051,61.2561
2026-09-02T20:02:00,77361.60,1,1,SHADOW,SHADOW,,77142.3,37.5946,61.2561
2026-09-02T20:03:00,77434.00,1,1,SHADOW,SHADOW,,77142.3,37.5946,61.2561
2026-09-02T20:04:00,77440.00,1,1,SHADOW,SHADOW,,77142.3,37.5946,61.2561
2026-09-02T20:05:00,77401.70,1,1,SHADOW,SHADOW,,77142.3,37.5946,61.2561
2026-09-02T20:06:00,77480.00,1,1,SHADOW,SHADOW,77401.7,77142.3,37.5946,61.2561
2026-09-02T20:07:00,77408.20,1,1,SHADOW,SHADOW,,77142.3,44.1347,61.2561
2026-09-02T20:08:00,77337.30,1,1,SHADOW,SHADOW,,77142.3,44.1347,61.2561
2026-09-02T20:09:00,77347.70,1,1,SHADOW,SHADOW,,77142.3,44.1347,61.2561
2026-09-02T20:10:00,77332.20,1,1,SHADOW,SHADOW,,77142.3,44.1347,61.2561
2026-09-02T20:11:00,77333.90,1,1,SHADOW,SHADOW,77332.2,77142.3,44.1347,61.2561
2026-09-02T20:12:00,77336.20,1,1,SHADOW,SHADOW,,77142.3,44.4313,61.2561
2026-09-02T20:13:00,77282.30,1,1,SHADOW,SHADOW,,77142.3,44.4313,61.2561
2026-09-02T20:14:00,77327.70,1,1,SHADOW,SHADOW,,77142.3,44.4313,61.2561
2026-09-02T20:15:00,77249.00,1,1,SHADOW,SHADOW,,77142.3,44.4313,61.2561
2026-09-02T20:16:00,77239.90,1,1,SHADOW,SHADOW,77249.1,77142.3,44.4313,61.2561
2026-09-02T20:17:00,77240.50,1,1,SHADOW,SHADOW,77249.1,77142.3,44.4313,61.2561
2026-09-02T20:18:00,77210.00,1,1,SHADOW,SHADOW,77249.1,77142.3,44.4313,61.2561
2026-09-02T20:19:00,77234.70,1,1,SHADOW,SHADOW,77249.1,77142.3,44.4313,61.2561
2026-09-02T20:20:00,77326.30,1,1,SHADOW,SHADOW,,77142.3,50.6674,61.2561
2026-09-02T20:21:00,77337.80,1,1,SHADOW,SHADOW,77326.3,77142.3,50.6674,61.2561
2026-09-02T20:22:00,77388.00,1,1,SHADOW,SHADOW,,77142.3,55.2425,61.2561
2026-09-02T20:23:00,77385.30,1,1,SHADOW,SHADOW,,77142.3,55.2425,61.2561
2026-09-02T20:24:00,77409.40,1,1,SHADOW,SHADOW,,77142.3,55.2425,61.2561
2026-09-02T20:25:00,77396.60,1,1,SHADOW,SHADOW,,77142.3,55.2425,61.2561
2026-09-02T20:26:00,77384.10,1,1,SHADOW,SHADOW,77396.7,77142.3,55.2425,61.2561
2026-09-02T20:27:00,77355.60,1,1,SHADOW,SHADOW,77396.7,77142.3,55.2425,61.2561
2026-09-02T20:28:00,77351.20,1,1,SHADOW,SHADOW,77396.7,77142.3,55.2425,61.2561
2026-09-02T20:29:00,77340.10,1,1,SHADOW,SHADOW,77396.7,77142.3,55.2425,61.2561
2026-09-02T20:30:00,77372.70,1,1,SHADOW,SHADOW,77396.7,77142.3,55.2425,61.2561
2026-09-02T20:31:00,77356.10,1,1,SHADOW,SHADOW,77396.7,77142.3,55.2425,61.2561
2026-09-02T20:32:00,77409.80,1,1,SHADOW,SHADOW,,77142.3,56.2139,61.2561
2026-09-02T20:33:00,77370.40,1,1,SHADOW,SHADOW,,77142.3,56.2139,61.2561
2026-09-02T20:34:00,77425.10,1,1,SHADOW,SHADOW,,77142.3,56.2139,61.2561
2026-09-02T20:35:00,77447.00,1,1,SHADOW,SHADOW,,77142.3,56.2139,61.2561
2026-09-02T20:36:00,77435.40,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T20:37:00,77438.50,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T20:38:00,77428.70,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T20:39:00,77401.60,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T20:40:00,77372.50,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T20:41:00,77347.10,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T20:42:00,77337.60,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T20:43:00,77290.10,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T20:44:00,77325.10,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T20:45:00,77270.70,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T20:46:00,77320.50,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T20:47:00,77338.80,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T20:48:00,77388.80,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T20:49:00,77335.00,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T20:50:00,77350.50,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T20:51:00,77350.00,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T20:52:00,77390.80,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T20:53:00,77416.10,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T20:54:00,77392.60,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T20:55:00,77403.60,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T20:56:00,77414.80,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T20:57:00,77393.50,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T20:58:00,77410.90,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T20:59:00,77364.40,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:00:00,77302.30,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:01:00,77314.60,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:02:00,77314.50,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:03:00,77300.70,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:04:00,77292.70,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:05:00,77290.10,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:06:00,77278.00,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:07:00,77277.90,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:08:00,77320.00,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:09:00,77273.00,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:10:00,77282.30,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:11:00,77309.20,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:12:00,77303.50,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:13:00,77295.20,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:14:00,77284.60,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:15:00,77295.90,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:16:00,77250.20,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:17:00,77237.40,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:18:00,77230.10,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:19:00,77231.70,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:20:00,77242.80,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:21:00,77242.80,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:22:00,77243.40,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:23:00,77265.20,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:24:00,77273.00,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:25:00,77273.10,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:26:00,77234.30,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:27:00,77240.00,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:28:00,77254.90,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:29:00,77241.20,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:30:00,77229.80,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:31:00,77221.60,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:32:00,77216.80,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:33:00,77208.30,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:34:00,77206.40,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:35:00,77251.00,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:36:00,77249.10,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:37:00,77253.20,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:38:00,77324.80,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:39:00,77351.20,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:40:00,77364.30,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:41:00,77352.60,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:42:00,77374.50,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:43:00,77391.00,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:44:00,77400.10,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:45:00,77315.60,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:46:00,77315.00,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:47:00,77259.40,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:48:00,77248.70,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:49:00,77248.30,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:50:00,77269.00,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:51:00,77272.80,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:52:00,77282.60,1,1,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:53:00,77290.40,1,0,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
2026-09-02T21:54:00,77290.00,1,0,SHADOW,SHADOW,77447.0,77142.3,56.2139,61.2561
