ts,cycle,side,status,entryPrice,exitPrice,qty,bps,pnl,feeUsdt,pnlNet,exitReason,holdSec,msg
2026-09-01T16:02:18Z,1,SKIP,SKIPPED,,,,,0,regime_gate,,reason=COMPRESSE tension=0.00000000 threshold=0.05
2026-09-01T16:02:23Z,2,SKIP,SKIPPED,,,,,0,regime_gate,,reason=COMPRESSE tension=0.00000000 threshold=0.05
2026-09-01T16:02:28Z,3,SKIP,SKIPPED,,,,,0,regime_gate,,reason=COMPRESSE tension=0.00000000 threshold=0.05
2026-09-01T16:02:36Z,4,SKIP,SKIPPED,,,,,0,radar_block,,reason=spread_too_wide conf=0.5 mom_sig=1.06849918 raw_mom_bps=0.00000000 spread_bps=41.50140000 tension=1.06849918 bid_drop=6.94524466 ask_drop=0.26761617 swarm=0
2026-09-01T16:02:41Z,5,SKIP,SKIPPED,,,,,0,regime_gate,,reason=COMPRESSE tension=0.00000000 threshold=0.05
2026-09-01T16:02:49Z,6,SKIP,SKIPPED,,,,,0,tactic_mismatch,,mom=long structure=short
2026-09-01T16:02:56Z,7,SKIP,SKIPPED,,,,,0,radar_block,,reason=spread_too_wide conf=0.5 mom_sig=2.84403454 raw_mom_bps=0.00000000 spread_bps=10.40030000 tension=2.84403454 bid_drop=18.48622452 ask_drop=0.16780662 swarm=0
2026-09-01T16:03:07Z,8,SKIP,SKIPPED,,,,,0,radar_block,,reason=spread_too_wide conf=0.5 mom_sig=2.13510629 raw_mom_bps=0.00000000 spread_bps=40.96460000 tension=2.13510629 bid_drop=13.87819090 ask_drop=0.00000000 swarm=0
2026-09-01T16:03:12Z,9,SKIP,SKIPPED,,,,,0,regime_gate,,reason=COMPRESSE tension=0.00003858 threshold=0.05
2026-09-01T16:03:22Z,10,SKIP,SKIPPED,,,,,0,regime_gate,,reason=COMPRESSE tension=0.00000000 threshold=0.05
2026-09-01T16:03:30Z,11,SKIP,SKIPPED,,,,,0,radar_block,,reason=spread_too_wide conf=0.2027 mom_sig=0.24323790 raw_mom_bps=0.00000000 spread_bps=20.86750000 tension=0.24323790 bid_drop=1.58104633 ask_drop=0.05090700 swarm=0
2026-09-01T16:03:42Z,12,SKIP,SKIPPED,,,,,0,radar_block,,reason=spread_too_wide conf=0.1013 mom_sig=0.12154067 raw_mom_bps=-42.45138178 spread_bps=22.49230000 tension=0.12154067 bid_drop=0.79001433 ask_drop=0.00093264 swarm=0
2026-09-01T16:03:51Z,13,SKIP,SKIPPED,,,,,0,radar_block,,reason=direction_unclear conf=0.112 mom_sig=0.09128819 raw_mom_bps=0.00000000 spread_bps=4.22270000 tension=0.09128819 bid_drop=0.59337326 ask_drop=0.00971826 swarm=0
2026-09-01T16:03:56Z,14,SKIP,SKIPPED,,,,,0,regime_gate,,reason=COMPRESSE tension=0.00000000 threshold=0.05
2026-09-01T16:04:57Z,15,SELL,FILLED,77828.20000000,78107.80000000,0.01280000,-35.92528158,-3.57888000,0.79696077,-4.37584077,stop_loss,52,radar=short conf=0.7521 size_note=strong_conf_full soft=0 pct=-0.35925282 tension=3.91619090 bid_drop=25.45524083 ask_drop=0.00000000
2026-09-01T16:05:03Z,16,SKIP,SKIPPED,,,,,0,regime_gate,,reason=COMPRESSE tension=0.00000000 threshold=0.05
