ts,cycle,side,status,entryPrice,exitPrice,qty,bps,pnl,feeUsdt,pnlNet,exitReason,holdSec,msg
2026-09-01T23:00:04Z,1,SKIP,SKIPPED,,,,,0,regime_gate,,reason=COMPRESSE tension=0.00000953 threshold=0.05
2026-09-01T23:03:31Z,2,SELL,FILLED,77280.80000000,77325.40000000,0.01290000,-5.77116179,-0.57534000,0.79753786,-1.37287786,timeout,196,radar=long conf=0.6096 size_note=strong_conf_full soft=0 pct=-0.05771162 tension=1.66129181 bid_drop=10.79839674 ask_drop=0.00000000
2026-09-01T23:03:38Z,3,SKIP,SKIPPED,,,,,0,regime_gate,,reason=COMPRESSE tension=0.00009395 threshold=0.05
2026-09-01T23:03:43Z,4,SKIP,SKIPPED,,,,,0,regime_gate,,reason=COMPRESSE tension=0.00000000 threshold=0.05
2026-09-01T23:03:49Z,5,SKIP,SKIPPED,,,,,0,regime_gate,,reason=COMPRESSE tension=0.00000000 threshold=0.05
2026-09-01T23:03:55Z,6,SKIP,SKIPPED,,,,,0,regime_gate,,reason=COMPRESSE tension=0.00000000 threshold=0.05
2026-09-01T23:04:00Z,7,SKIP,SKIPPED,,,,,0,regime_gate,,reason=COMPRESSE tension=0.00000000 threshold=0.05
2026-09-01T23:04:14Z,8,SKIP,SKIPPED,,,,,0,radar_block,,reason=direction_unclear conf=0.2826 mom_sig=0.17393180 raw_mom_bps=0.00000000 spread_bps=0.40100000 tension=0.17393180 bid_drop=1.13055669 ask_drop=0.03311687 swarm=0
2026-09-01T23:07:44Z,9,SELL,FILLED,77329.00000000,77324.60000000,0.00640000,0.56899740,0.02816000,0.39592448,-0.36776448,timeout,197,radar=long conf=0.9838 size_note=strong_conf_full soft=1 pct=0.00568997 tension=2.55750155 bid_drop=16.62376007 ask_drop=0.00000000
2026-09-01T23:09:09Z,10,SELL,FILLED,77330.80000000,77330.90000000,0.00640000,-0.01293146,-0.00064000,0.39593370,-0.39657370,kill_switch,71,radar=long conf=0.9499 size_note=strong_conf_full soft=1 pct=-0.00012931 tension=1.33696591 bid_drop=8.69027843 ask_drop=0.00000000
