ts,run_id,unit,cycle,symbol,bid,ask,mid,spread_bps,momentum_bps,regime,decision,side,confidence,reason
2026-09-01T15:24:22Z,ACE_DUO_CLEAN_V2_15M,BETA,39,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.0761 mom_sig=0.09127777 raw_mom_bps=-24.60322650 spread_bps=25.35960000 tension=0.09127777 bid_drop=0.00000000 ask_drop=0.59330548 swarm=0;source=ACE_DUO_CLEAN_V2_15M_BETA_X5.csv
2026-09-01T15:24:28Z,ACE_DUO_CLEAN_V2_15M,BETA,40,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00000000 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_BETA_X5.csv
2026-09-01T15:24:33Z,ACE_DUO_CLEAN_V2_15M,BETA,41,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00012358 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_BETA_X5.csv
2026-09-01T15:24:41Z,ACE_DUO_CLEAN_V2_15M,BETA,42,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=direction_unclear conf=0.3285 mom_sig=0.19727310 raw_mom_bps=0.00000000 spread_bps=0.01290000 tension=0.19727310 bid_drop=1.28227514 ask_drop=0.00054812 swarm=0;source=ACE_DUO_CLEAN_V2_15M_BETA_X5.csv
2026-09-01T15:24:46Z,ACE_DUO_CLEAN_V2_15M,BETA,43,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00660045 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_BETA_X5.csv
2026-09-01T15:26:38Z,ACE_DUO_CLEAN_V2_15M,BETA,44,BTCUSDT,,,77850.5,,,FILLED,ALLOW,SELL,0.9912,csv_engine:stop_loss;source=ACE_DUO_CLEAN_V2_15M_BETA_X5.csv
2026-09-01T15:26:48Z,ACE_DUO_CLEAN_V2_15M,BETA,45,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.5 mom_sig=4.27786844 raw_mom_bps=0.00000000 spread_bps=14.00450000 tension=4.27786844 bid_drop=27.80614487 ask_drop=0.00000000 swarm=0;source=ACE_DUO_CLEAN_V2_15M_BETA_X5.csv
2026-09-01T15:26:54Z,ACE_DUO_CLEAN_V2_15M,BETA,46,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00072599 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_BETA_X5.csv
2026-09-01T15:27:00Z,ACE_DUO_CLEAN_V2_15M,BETA,47,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00000000 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_BETA_X5.csv
2026-09-01T15:27:06Z,ACE_DUO_CLEAN_V2_15M,BETA,48,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.02237503 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_BETA_X5.csv
2026-09-01T15:27:11Z,ACE_DUO_CLEAN_V2_15M,BETA,49,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00014546 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_BETA_X5.csv
2026-09-01T15:27:16Z,ACE_DUO_CLEAN_V2_15M,BETA,50,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00000000 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_BETA_X5.csv
2026-09-01T15:27:21Z,ACE_DUO_CLEAN_V2_15M,BETA,51,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00003709 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_BETA_X5.csv
2026-09-01T15:27:26Z,ACE_DUO_CLEAN_V2_15M,BETA,52,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00000000 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_BETA_X5.csv
2026-09-01T15:27:32Z,ACE_DUO_CLEAN_V2_15M,BETA,53,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00000000 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_BETA_X5.csv
