ts,px_close,H_alpha,H_beta,h_src_alpha,h_src_beta,pos_alpha,pos_beta,pnlVirtAlpha,pnlVirtBeta
2026-09-05T08:33:00,79558.90,1,1,SHADOW,SHADOW,79686.1,,6.5475,14.4224
2026-09-05T08:34:00,79529.40,1,1,SHADOW,SHADOW,79686.1,,6.5475,14.4224
2026-09-05T08:35:00,79538.40,1,1,SHADOW,SHADOW,79686.1,,6.5475,14.4224
2026-09-05T08:36:00,79562.50,1,1,SHADOW,SHADOW,79686.1,79538.5,6.5475,14.4224
2026-09-05T08:37:00,79566.20,1,1,SHADOW,SHADOW,79686.1,79538.5,6.5475,14.4224
2026-09-05T08:38:00,79581.80,1,1,SHADOW,SHADOW,79686.1,79538.5,6.5475,14.4224
2026-09-05T08:39:00,79573.80,1,1,SHADOW,SHADOW,79686.1,79538.5,6.5475,14.4224
2026-09-05T08:40:00,79573.80,1,1,SHADOW,SHADOW,79686.1,79538.5,6.5475,14.4224
2026-09-05T08:41:00,79573.80,1,1,SHADOW,SHADOW,79686.1,79538.5,6.5475,14.4224
2026-09-05T08:42:00,79578.20,1,1,SHADOW,SHADOW,79686.1,79538.5,6.5475,14.4224
2026-09-05T08:43:00,79581.80,1,1,SHADOW,SHADOW,79686.1,79538.5,6.5475,14.4224
2026-09-05T08:44:00,79581.70,1,1,SHADOW,SHADOW,79686.1,79538.5,6.5475,14.4224
2026-09-05T08:45:00,79581.80,1,1,SHADOW,SHADOW,79686.1,79538.5,6.5475,14.4224
2026-09-05T08:46:00,79580.30,1,1,SHADOW,SHADOW,79686.1,79538.5,6.5475,14.4224
2026-09-05T08:47:00,79579.80,1,1,SHADOW,SHADOW,79686.1,79538.5,6.5475,14.4224
2026-09-05T08:48:00,79574.10,1,1,SHADOW,SHADOW,79686.1,79538.5,6.5475,14.4224
2026-09-05T08:49:00,79561.70,1,1,SHADOW,SHADOW,79686.1,79538.5,6.5475,14.4224
2026-09-05T08:50:00,79577.70,1,1,SHADOW,SHADOW,79686.1,79538.5,6.5475,14.4224
2026-09-05T08:51:00,79575.00,1,1,SHADOW,SHADOW,79686.1,79538.5,6.5475,14.4224
2026-09-05T08:52:00,79587.00,1,1,SHADOW,SHADOW,79686.1,79538.5,6.5475,14.4224
2026-09-05T08:53:00,79591.80,1,1,SHADOW,SHADOW,79686.1,79538.5,6.5475,14.4224
2026-09-05T08:54:00,79591.70,1,1,SHADOW,SHADOW,79686.1,79538.5,6.5475,14.4224
2026-09-05T08:55:00,79593.70,1,1,SHADOW,SHADOW,79686.1,79538.5,6.5475,14.4224
2026-09-05T08:56:00,79591.60,1,1,SHADOW,SHADOW,79686.1,79538.5,6.5475,14.4224
2026-09-05T08:57:00,79605.00,1,1,SHADOW,SHADOW,79686.1,79538.5,6.5475,14.4224
2026-09-05T08:58:00,79614.10,1,1,SHADOW,SHADOW,79686.1,79538.5,6.5475,14.4224
2026-09-05T08:59:00,79617.50,1,1,SHADOW,SHADOW,79686.1,79538.5,6.5475,14.4224
2026-09-05T09:00:00,79632.90,1,1,SHADOW,SHADOW,79686.1,79538.5,6.5475,14.4224
2026-09-05T09:01:00,79650.00,1,1,SHADOW,SHADOW,79686.1,79538.5,6.5475,14.4224
2026-09-05T09:02:00,79656.90,1,1,SHADOW,SHADOW,79686.1,79538.5,6.5475,14.4224
2026-09-05T09:03:00,79668.30,1,1,SHADOW,SHADOW,,79538.5,8.6534,14.4224
2026-09-05T09:04:00,79658.90,1,1,SHADOW,SHADOW,,79538.5,8.6534,14.4224
2026-09-05T09:05:00,79662.80,1,1,SHADOW,SHADOW,,79538.5,8.6534,14.4224
2026-09-05T09:06:00,79677.80,1,1,SHADOW,SHADOW,79662.7,79538.5,8.6534,14.4224
2026-09-05T09:07:00,79662.80,1,1,SHADOW,SHADOW,,79538.5,9.7731,14.4224
2026-09-05T09:08:00,79662.80,1,1,SHADOW,SHADOW,,79538.5,9.7731,14.4224
2026-09-05T09:09:00,79666.20,1,1,SHADOW,SHADOW,,79538.5,9.7731,14.4224
2026-09-05T09:10:00,79678.00,1,1,SHADOW,SHADOW,,79538.5,9.7731,14.4224
