funding_time,rate
1787097600000,0.00001617
1787126400000,0.00003815
1787155200004,0.00010000
1787184000001,0.00009655
1787212800000,0.00010000
1787241600005,0.00009422
1787270400004,0.00004964
1787299200000,0.00005814
1787328000001,0.00010000
1787356800000,0.00010000
1787385600000,0.00010000
1787414400000,0.00010000
1787443200000,0.00010000
