ts,run_id,unit,cycle,symbol,bid,ask,mid,spread_bps,momentum_bps,regime,decision,side,confidence,reason
2026-09-01T16:12:14Z,ACE_DUO_CLEAN_V4_15M,BETA,63,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00041252 threshold=0.05;source=ACE_DUO_CLEAN_V4_15M_BETA_X5.csv
2026-09-01T16:12:20Z,ACE_DUO_CLEAN_V4_15M,BETA,64,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00801878 threshold=0.05;source=ACE_DUO_CLEAN_V4_15M_BETA_X5.csv
2026-09-01T16:12:27Z,ACE_DUO_CLEAN_V4_15M,BETA,65,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.5 mom_sig=1.69684602 raw_mom_bps=0.00000000 spread_bps=10.16480000 tension=1.69684602 bid_drop=1.85228952 ask_drop=11.02949910 swarm=0;source=ACE_DUO_CLEAN_V4_15M_BETA_X5.csv
2026-09-01T16:12:32Z,ACE_DUO_CLEAN_V4_15M,BETA,66,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00106211 threshold=0.05;source=ACE_DUO_CLEAN_V4_15M_BETA_X5.csv
2026-09-01T16:12:40Z,ACE_DUO_CLEAN_V4_15M,BETA,67,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.0828 mom_sig=0.09934423 raw_mom_bps=-0.01285228 spread_bps=26.50820000 tension=0.09934423 bid_drop=0.64573752 ask_drop=0.00000000 swarm=0;source=ACE_DUO_CLEAN_V4_15M_BETA_X5.csv
2026-09-01T16:12:45Z,ACE_DUO_CLEAN_V4_15M,BETA,68,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.01450668 threshold=0.05;source=ACE_DUO_CLEAN_V4_15M_BETA_X5.csv
2026-09-01T16:12:52Z,ACE_DUO_CLEAN_V4_15M,BETA,69,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.0572 mom_sig=0.06869532 raw_mom_bps=-0.14138618 spread_bps=13.22040000 tension=0.06869532 bid_drop=0.44651959 ask_drop=0.09745986 swarm=0;source=ACE_DUO_CLEAN_V4_15M_BETA_X5.csv
2026-09-01T16:12:58Z,ACE_DUO_CLEAN_V4_15M,BETA,70,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00021958 threshold=0.05;source=ACE_DUO_CLEAN_V4_15M_BETA_X5.csv
2026-09-01T16:13:12Z,ACE_DUO_CLEAN_V4_15M,BETA,71,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=direction_unclear conf=0.255 mom_sig=0.15425121 raw_mom_bps=-13.22041643 spread_bps=0.12850000 tension=0.15425121 bid_drop=0.00000000 ask_drop=1.00263285 swarm=0;source=ACE_DUO_CLEAN_V4_15M_BETA_X5.csv
2026-09-01T16:13:17Z,ACE_DUO_CLEAN_V4_15M,BETA,72,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00109528 threshold=0.05;source=ACE_DUO_CLEAN_V4_15M_BETA_X5.csv
2026-09-01T16:13:25Z,ACE_DUO_CLEAN_V4_15M,BETA,73,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.5 mom_sig=1.08039676 raw_mom_bps=0.00000000 spread_bps=27.18810000 tension=1.08039676 bid_drop=7.02257897 ask_drop=0.00000000 swarm=0;source=ACE_DUO_CLEAN_V4_15M_BETA_X5.csv
2026-09-01T16:13:33Z,ACE_DUO_CLEAN_V4_15M,BETA,74,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.3505 mom_sig=0.42056352 raw_mom_bps=27.26221080 spread_bps=27.17530000 tension=0.42056352 bid_drop=2.73366287 ask_drop=0.00000000 swarm=0;source=ACE_DUO_CLEAN_V4_15M_BETA_X5.csv
2026-09-01T16:13:40Z,ACE_DUO_CLEAN_V4_15M,BETA,75,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.5 mom_sig=0.77118192 raw_mom_bps=0.00000000 spread_bps=16.55390000 tension=0.77118192 bid_drop=5.01268251 ask_drop=0.00000000 swarm=0;source=ACE_DUO_CLEAN_V4_15M_BETA_X5.csv
2026-09-01T16:13:55Z,ACE_DUO_CLEAN_V4_15M,BETA,76,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.5 mom_sig=1.80645668 raw_mom_bps=-0.53984576 spread_bps=26.32050000 tension=1.80645668 bid_drop=11.74196839 ask_drop=0.12180633 swarm=0;source=ACE_DUO_CLEAN_V4_15M_BETA_X5.csv
2026-09-01T16:14:01Z,ACE_DUO_CLEAN_V4_15M,BETA,77,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00000000 threshold=0.05;source=ACE_DUO_CLEAN_V4_15M_BETA_X5.csv
2026-09-01T16:14:06Z,ACE_DUO_CLEAN_V4_15M,BETA,78,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.01666584 threshold=0.05;source=ACE_DUO_CLEAN_V4_15M_BETA_X5.csv
2026-09-01T16:14:14Z,ACE_DUO_CLEAN_V4_15M,BETA,79,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.5 mom_sig=3.73702239 raw_mom_bps=0.00000000 spread_bps=25.60440000 tension=3.73702239 bid_drop=24.29064555 ask_drop=0.00000000 swarm=0;source=ACE_DUO_CLEAN_V4_15M_BETA_X5.csv
2026-09-01T16:14:20Z,ACE_DUO_CLEAN_V4_15M,BETA,80,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00575251 threshold=0.05;source=ACE_DUO_CLEAN_V4_15M_BETA_X5.csv
2026-09-01T16:14:27Z,ACE_DUO_CLEAN_V4_15M,BETA,81,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.5 mom_sig=1.94556253 raw_mom_bps=0.00000000 spread_bps=25.12430000 tension=1.94556253 bid_drop=0.00000000 ask_drop=12.64615644 swarm=0;source=ACE_DUO_CLEAN_V4_15M_BETA_X5.csv
2026-09-01T16:14:37Z,ACE_DUO_CLEAN_V4_15M,BETA,82,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.5 mom_sig=2.38999710 raw_mom_bps=-29.52106148 spread_bps=25.25250000 tension=2.38999710 bid_drop=15.53498118 ask_drop=0.00000000 swarm=0;source=ACE_DUO_CLEAN_V4_15M_BETA_X5.csv
2026-09-01T16:14:45Z,ACE_DUO_CLEAN_V4_15M,BETA,83,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.5 mom_sig=1.01239214 raw_mom_bps=0.05144470 spread_bps=14.96950000 tension=1.01239214 bid_drop=0.00000000 ask_drop=6.58054891 swarm=0;source=ACE_DUO_CLEAN_V4_15M_BETA_X5.csv
2026-09-01T16:14:50Z,ACE_DUO_CLEAN_V4_15M,BETA,84,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00003103 threshold=0.05;source=ACE_DUO_CLEAN_V4_15M_BETA_X5.csv
