ts,run_id,unit,cycle,symbol,bid,ask,mid,spread_bps,momentum_bps,regime,decision,side,confidence,reason
2026-09-01T15:12:42Z,ACE_DUO_CLEAN_V2_15M,ALPHA,1,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00000000 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:12:47Z,ACE_DUO_CLEAN_V2_15M,ALPHA,2,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00000000 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:12:52Z,ACE_DUO_CLEAN_V2_15M,ALPHA,3,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00000000 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:13:00Z,ACE_DUO_CLEAN_V2_15M,ALPHA,4,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.4288 mom_sig=0.51457537 raw_mom_bps=0.00000000 spread_bps=25.08090000 tension=0.51457537 bid_drop=3.34473989 ask_drop=2.35364478 swarm=0;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:13:09Z,ACE_DUO_CLEAN_V2_15M,ALPHA,5,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=no_state mode=none;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:13:16Z,ACE_DUO_CLEAN_V2_15M,ALPHA,6,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:mom=long structure=short;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:13:22Z,ACE_DUO_CLEAN_V2_15M,ALPHA,7,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00000000 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:13:27Z,ACE_DUO_CLEAN_V2_15M,ALPHA,8,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.01006806 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:13:34Z,ACE_DUO_CLEAN_V2_15M,ALPHA,9,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.5 mom_sig=3.50782760 raw_mom_bps=0.00000000 spread_bps=25.18390000 tension=3.50782760 bid_drop=22.80087939 ask_drop=0.00000000 swarm=0;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:13:40Z,ACE_DUO_CLEAN_V2_15M,ALPHA,10,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00858567 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:13:46Z,ACE_DUO_CLEAN_V2_15M,ALPHA,11,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00000000 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:13:53Z,ACE_DUO_CLEAN_V2_15M,ALPHA,12,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.5 mom_sig=1.27606844 raw_mom_bps=0.00000000 spread_bps=15.15310000 tension=1.27606844 bid_drop=8.29444485 ask_drop=0.00000000 swarm=0;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:14:04Z,ACE_DUO_CLEAN_V2_15M,ALPHA,13,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00000458 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:15:24Z,ACE_DUO_CLEAN_V2_15M,ALPHA,14,BTCUSDT,,,77792.4,,,FILLED,ALLOW,BUY,0.788,csv_engine:trailing_stop;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:15:32Z,ACE_DUO_CLEAN_V2_15M,ALPHA,15,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00000000 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:17:22Z,ACE_DUO_CLEAN_V2_15M,ALPHA,16,BTCUSDT,,,77877.4,,,FILLED,ALLOW,BUY,0.8772,csv_engine:stop_loss;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:17:29Z,ACE_DUO_CLEAN_V2_15M,ALPHA,17,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00000000 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:17:38Z,ACE_DUO_CLEAN_V2_15M,ALPHA,18,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.5 mom_sig=1.13119867 raw_mom_bps=0.00000000 spread_bps=17.43440000 tension=1.13119867 bid_drop=7.35279133 ask_drop=0.00000000 swarm=0;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:17:45Z,ACE_DUO_CLEAN_V2_15M,ALPHA,19,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00000000 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:17:53Z,ACE_DUO_CLEAN_V2_15M,ALPHA,20,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.1746 mom_sig=0.20948196 raw_mom_bps=-17.57561752 spread_bps=17.57560000 tension=0.20948196 bid_drop=0.00013762 ask_drop=1.36163277 swarm=0;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:18:01Z,ACE_DUO_CLEAN_V2_15M,ALPHA,21,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.5 mom_sig=1.36530744 raw_mom_bps=-17.57561752 spread_bps=17.57560000 tension=1.36530744 bid_drop=8.87449837 ask_drop=0.00000000 swarm=0;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:18:07Z,ACE_DUO_CLEAN_V2_15M,ALPHA,22,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00309918 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:18:14Z,ACE_DUO_CLEAN_V2_15M,ALPHA,23,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.5 mom_sig=0.61964319 raw_mom_bps=0.00000000 spread_bps=17.55000000 tension=0.61964319 bid_drop=0.00000000 ask_drop=4.02768072 swarm=0;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:18:19Z,ACE_DUO_CLEAN_V2_15M,ALPHA,24,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00000000 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:18:25Z,ACE_DUO_CLEAN_V2_15M,ALPHA,25,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.03470874 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:18:32Z,ACE_DUO_CLEAN_V2_15M,ALPHA,26,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.5 mom_sig=0.78234402 raw_mom_bps=0.00000000 spread_bps=17.03640000 tension=0.78234402 bid_drop=5.08523614 ask_drop=0.00000000 swarm=0;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:18:38Z,ACE_DUO_CLEAN_V2_15M,ALPHA,27,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00000000 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:18:43Z,ACE_DUO_CLEAN_V2_15M,ALPHA,28,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00000000 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:18:53Z,ACE_DUO_CLEAN_V2_15M,ALPHA,29,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00166494 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:19:02Z,ACE_DUO_CLEAN_V2_15M,ALPHA,30,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.5 mom_sig=0.69428152 raw_mom_bps=0.00000000 spread_bps=13.23630000 tension=0.69428152 bid_drop=4.51282986 ask_drop=0.68978441 swarm=0;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:19:10Z,ACE_DUO_CLEAN_V2_15M,ALPHA,31,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.326 mom_sig=0.39123640 raw_mom_bps=0.00000000 spread_bps=8.92260000 tension=0.39123640 bid_drop=0.00000000 ask_drop=2.54303663 swarm=0;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:19:16Z,ACE_DUO_CLEAN_V2_15M,ALPHA,32,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00000000 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:19:24Z,ACE_DUO_CLEAN_V2_15M,ALPHA,33,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.5 mom_sig=3.10080299 raw_mom_bps=0.00000000 spread_bps=8.66590000 tension=3.10080299 bid_drop=20.15521942 ask_drop=0.00000000 swarm=0;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:19:32Z,ACE_DUO_CLEAN_V2_15M,ALPHA,34,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=spread_too_wide conf=0.5 mom_sig=1.13119766 raw_mom_bps=0.00000000 spread_bps=8.69150000 tension=1.13119766 bid_drop=0.00000000 ask_drop=7.35278480 swarm=0;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
2026-09-01T15:19:37Z,ACE_DUO_CLEAN_V2_15M,ALPHA,35,BTCUSDT,,,,,,DECISION_LOG,SKIP,,,csv_engine:reason=COMPRESSE tension=0.00000000 threshold=0.05;source=ACE_DUO_CLEAN_V2_15M_ALPHA_X13_BURST13.csv
