ts,run_id,unit,cycle,symbol,bid,ask,mid,spread_bps,momentum_bps,regime,decision,side,confidence,reason
15:19:43,ACE_DUO_CLEAN_V2_15M,ALPHA,36,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:19:46,ACE_DUO_CLEAN_V2_15M,BETA,19,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.1551,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:19:51,ACE_DUO_CLEAN_V2_15M,ALPHA,37,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.2397,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:19:51,ACE_DUO_CLEAN_V2_15M,BETA,20,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:19:58,ACE_DUO_CLEAN_V2_15M,BETA,21,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.1483,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:19:58,ACE_DUO_CLEAN_V2_15M,ALPHA,38,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.1483,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:20:03,ACE_DUO_CLEAN_V2_15M,BETA,22,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:20:04,ACE_DUO_CLEAN_V2_15M,ALPHA,39,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:20:08,ACE_DUO_CLEAN_V2_15M,BETA,23,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:20:09,ACE_DUO_CLEAN_V2_15M,ALPHA,40,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:20:17,ACE_DUO_CLEAN_V2_15M,ALPHA,41,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.1243,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:20:20,ACE_DUO_CLEAN_V2_15M,BETA,24,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:20:26,ACE_DUO_CLEAN_V2_15M,BETA,25,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:20:26,ACE_DUO_CLEAN_V2_15M,ALPHA,42,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.1505,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:20:32,ACE_DUO_CLEAN_V2_15M,ALPHA,43,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:20:38,ACE_DUO_CLEAN_V2_15M,BETA,26,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:20:39,ACE_DUO_CLEAN_V2_15M,ALPHA,44,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:20:43,ACE_DUO_CLEAN_V2_15M,BETA,27,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:20:45,ACE_DUO_CLEAN_V2_15M,ALPHA,45,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:20:52,ACE_DUO_CLEAN_V2_15M,ALPHA,46,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:21:00,ACE_DUO_CLEAN_V2_15M,ALPHA,47,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:21:06,ACE_DUO_CLEAN_V2_15M,ALPHA,48,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:21:12,ACE_DUO_CLEAN_V2_15M,ALPHA,49,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:21:18,ACE_DUO_CLEAN_V2_15M,ALPHA,50,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:21:24,ACE_DUO_CLEAN_V2_15M,ALPHA,51,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:21:32,ACE_DUO_CLEAN_V2_15M,ALPHA,52,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:21:43,ACE_DUO_CLEAN_V2_15M,ALPHA,53,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:21:49,ACE_DUO_CLEAN_V2_15M,ALPHA,54,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:21:57,ACE_DUO_CLEAN_V2_15M,ALPHA,55,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:22:03,ACE_DUO_CLEAN_V2_15M,ALPHA,56,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:22:08,ACE_DUO_CLEAN_V2_15M,ALPHA,57,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:22:13,ACE_DUO_CLEAN_V2_15M,ALPHA,58,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:22:19,ACE_DUO_CLEAN_V2_15M,ALPHA,59,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:22:24,ACE_DUO_CLEAN_V2_15M,ALPHA,60,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:22:30,ACE_DUO_CLEAN_V2_15M,ALPHA,61,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:22:36,ACE_DUO_CLEAN_V2_15M,ALPHA,62,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:22:44,ACE_DUO_CLEAN_V2_15M,ALPHA,63,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:22:53,ACE_DUO_CLEAN_V2_15M,ALPHA,64,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.4085,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:23:00,ACE_DUO_CLEAN_V2_15M,ALPHA,65,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:23:09,ACE_DUO_CLEAN_V2_15M,ALPHA,66,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:23:15,ACE_DUO_CLEAN_V2_15M,BETA,29,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:23:16,ACE_DUO_CLEAN_V2_15M,ALPHA,67,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:23:21,ACE_DUO_CLEAN_V2_15M,BETA,30,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:23:25,ACE_DUO_CLEAN_V2_15M,ALPHA,68,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:23:29,ACE_DUO_CLEAN_V2_15M,BETA,31,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.2228,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:23:31,ACE_DUO_CLEAN_V2_15M,ALPHA,69,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:23:34,ACE_DUO_CLEAN_V2_15M,BETA,32,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:23:36,ACE_DUO_CLEAN_V2_15M,ALPHA,70,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:23:42,ACE_DUO_CLEAN_V2_15M,ALPHA,71,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:23:43,ACE_DUO_CLEAN_V2_15M,BETA,33,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:23:48,ACE_DUO_CLEAN_V2_15M,ALPHA,72,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:23:51,ACE_DUO_CLEAN_V2_15M,BETA,34,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.1008,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:23:56,ACE_DUO_CLEAN_V2_15M,ALPHA,73,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.124,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:24:00,ACE_DUO_CLEAN_V2_15M,BETA,35,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.1996,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:24:03,ACE_DUO_CLEAN_V2_15M,ALPHA,74,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:24:05,ACE_DUO_CLEAN_V2_15M,BETA,36,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:24:10,ACE_DUO_CLEAN_V2_15M,BETA,37,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:24:11,ACE_DUO_CLEAN_V2_15M,ALPHA,75,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:24:15,ACE_DUO_CLEAN_V2_15M,BETA,38,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:24:17,ACE_DUO_CLEAN_V2_15M,ALPHA,76,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:24:22,ACE_DUO_CLEAN_V2_15M,ALPHA,77,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:24:23,ACE_DUO_CLEAN_V2_15M,BETA,39,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.0761,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:24:28,ACE_DUO_CLEAN_V2_15M,ALPHA,78,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:24:28,ACE_DUO_CLEAN_V2_15M,BETA,40,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:24:33,ACE_DUO_CLEAN_V2_15M,ALPHA,79,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:24:33,ACE_DUO_CLEAN_V2_15M,BETA,41,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:24:42,ACE_DUO_CLEAN_V2_15M,BETA,42,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.3285,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:24:44,ACE_DUO_CLEAN_V2_15M,ALPHA,80,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.3285,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:24:47,ACE_DUO_CLEAN_V2_15M,BETA,43,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:26:49,ACE_DUO_CLEAN_V2_15M,BETA,45,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:26:55,ACE_DUO_CLEAN_V2_15M,BETA,46,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:26:57,ACE_DUO_CLEAN_V2_15M,ALPHA,82,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:27:01,ACE_DUO_CLEAN_V2_15M,BETA,47,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:27:04,ACE_DUO_CLEAN_V2_15M,ALPHA,83,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:27:06,ACE_DUO_CLEAN_V2_15M,BETA,48,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:27:10,ACE_DUO_CLEAN_V2_15M,ALPHA,84,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:27:11,ACE_DUO_CLEAN_V2_15M,BETA,49,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:27:16,ACE_DUO_CLEAN_V2_15M,BETA,50,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:27:18,ACE_DUO_CLEAN_V2_15M,ALPHA,85,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:27:22,ACE_DUO_CLEAN_V2_15M,BETA,51,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:27:23,ACE_DUO_CLEAN_V2_15M,ALPHA,86,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:27:27,ACE_DUO_CLEAN_V2_15M,BETA,52,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:27:29,ACE_DUO_CLEAN_V2_15M,ALPHA,87,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:27:32,ACE_DUO_CLEAN_V2_15M,BETA,53,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:27:37,ACE_DUO_CLEAN_V2_15M,ALPHA,88,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,0.5,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log
15:12:40,ACE_DUO_CLEAN_V2_15M,BETA,1,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log;tension=0.0
15:12:42,ACE_DUO_CLEAN_V2_15M,ALPHA,1,BTCUSDT,,,,,,ENGINE_LOG,SKIP,,,engine_log:ACE_DUO_CLEAN_V2_15M_LIVE_COLOR.log;tension=0.0
