ts,cycle,side,status,entryPrice,exitPrice,qty,bps,pnl,exitReason,holdSec,msg
2026-07-14T20:06:45Z,1,SKIP,SKIPPED,,,,,0,radar_block,reason=momentum_too_small conf=0.0 mom_sig=0.00000330 raw_mom_bps=0.00000000 spread_bps=0.01550000 tension=0.00000330 bid_drop=0.00002142 ask_drop=0.00000000 swarm=0
