ts,pair,regime,asp_side,drop_bid_pct_per_s,drop_ask_pct_per_s,max_drop_pct_per_s,spread_bps,spread_delta_bps,wall_bid_usdt,wall_ask_usdt,notional_ok,spoof,price_delta_pct,btc_price,btc_delta_pct,delay_s,price
2026-08-28T02:57:10Z,ADAUSDT,OBS,NONE,0.0,0.0,0.0,4.76,0.0,154143.34,44986.06,True,False,0.0,79906.82,0.0,0.975,0.2097
2026-08-28T02:57:11Z,XLMUSDT,OBS,NONE,0.0,0.0,0.0,5.44,0.0,78070.37,54882.14,True,False,0.0,79906.82,0.0,0.813,0.1839
2026-08-28T02:57:14Z,SOLUSDT,OBS,NONE,0.0,0.0,0.0,0.94,0.0,442103.94,334787.44,True,False,0.0,79906.82,0.0,2.009,106.52
2026-08-28T02:57:28Z,ZAMAUSDT,OBS,NONE,0.0,0.0,0.0,5.57,0.0,2242.2,3474.11,True,False,0.0,79906.82,0.0,12.76,0.05383
2026-08-28T02:57:30Z,GOLD(PAXG)USDT,OBS,NONE,0.0,0.0,0.0,0.02,0.0,24165.7,27546.12,True,False,0.0,79906.82,0.0,0.882,4576.32
2026-08-28T02:57:33Z,ALGOUSDT,OBS,NONE,0.0,0.0,0.0,15.72,0.0,54709.64,62971.9,True,False,0.0,79906.82,0.0,0.838,0.08898
2026-08-28T02:57:38Z,IXSUSDT,OBS,NONE,0.0,0.0,0.0,42.64,0.0,5706.83,758.97,True,False,0.0,79906.82,0.0,1.856,0.0702
2026-08-28T02:57:41Z,XDCUSDT,OBS,NONE,0.0,0.0,0.0,10.74,0.0,2909.19,2673.73,True,False,0.0,79906.82,0.0,0.865,0.02791
2026-08-28T02:57:42Z,QNTUSDT,OBS,NONE,0.0,0.0,0.0,6.43,0.0,1313.4,1153.54,True,False,0.0,79906.82,0.0,0.803,62.18
2026-08-28T02:57:45Z,JASMYUSDT,OBS,NONE,0.0,0.0,0.0,21.16,2.11,14740.6,7873.1,True,False,0.0106,79906.82,0.0,1.388,0.004725
