ts,pair,regime,asp_side,drop_bid_pct_per_s,drop_ask_pct_per_s,max_drop_pct_per_s,spread_bps,spread_delta_bps,wall_bid_usdt,wall_ask_usdt,notional_ok,spoof,price_delta_pct,btc_price,btc_delta_pct,delay_s,price
2026-08-29T01:54:24Z,XLMUSDT,OBS,SELL,5.38,0.0,5.38,5.59,0.0,64379.07,79245.09,True,False,0.0,77801.24,0.0,0.713,0.1789
2026-08-29T01:54:26Z,SOLUSDT,OBS,NONE,0.0,0.0,0.0,0.96,0.0,528221.78,517455.38,True,False,0.0,77801.24,0.0,1.753,104.23
2026-08-29T01:54:28Z,ZAMAUSDT,OBS,SELL,70.76,0.0,70.76,1.97,0.0,3825.3,3036.61,True,False,0.0,77801.24,0.0,0.805,0.05091
2026-08-29T01:54:29Z,GOLD(PAXG)USDT,OBS,NONE,0.0,0.0,0.0,0.02,0.0,13496.36,24694.41,True,False,0.0,77801.24,0.0,0.814,4462.17
2026-08-29T01:54:31Z,ALGOUSDT,OBS,NONE,0.0,0.0,0.0,11.49,0.0,30900.69,48217.67,True,False,0.0,77801.24,0.0,0.818,0.08711
2026-08-29T01:54:33Z,IXSUSDT,OBS,NONE,0.0,0.0,0.0,89.15,0.0,5706.83,1038.97,True,False,0.0,77801.24,0.0,1.679,0.0673
2026-08-29T01:54:36Z,XDCUSDT,OBS,NONE,0.0,0.0,0.0,7.22,0.0,3001.44,3467.5,True,False,0.0,77801.24,0.0,1.726,0.02772
2026-08-29T01:54:38Z,QNTUSDT,OBS,NONE,0.0,0.0,0.0,3.27,0.0,1497.68,2376.93,True,False,0.0,77801.24,0.0,0.793,61.23
2026-08-29T01:54:40Z,JASMYUSDT,OBS,NONE,0.0,0.0,0.0,33.01,0.0,9079.24,8091.66,True,False,0.0,77801.24,0.0,0.847,0.004536
