ts,pair,regime,asp_side,drop_bid_pct_per_s,drop_ask_pct_per_s,max_drop_pct_per_s,spread_bps,spread_delta_bps,wall_bid_usdt,wall_ask_usdt,notional_ok,spoof,price_delta_pct,btc_price,btc_delta_pct,delay_s,price
2026-08-22T20:53:21Z,QAITUSDT,COOLING,SELL,12.33,0.0,12.33,161.51,31.72,776.08,1000.92,True,False,-0.1573,77311.32,0.0,7.009,0.002572
2026-08-22T20:53:39Z,RIZEUSDT,COOLING,NONE,0.0,0.0,0.0,45.4,0.0,451.99,427.06,True,False,0.0,77311.32,0.0,2.462,0.005946
2026-08-22T20:53:48Z,RWAINCUSDT,COOLING,NONE,0.0,0.0,0.0,90.64,0.0,1375.54,1425.17,True,False,0.0,77311.32,0.0,1.535,0.001872
2026-08-22T20:53:50Z,EDELUSDT,COOLING,NONE,0.0,0.0,0.0,45.92,0.0,777.58,821.62,True,False,0.0,77311.32,0.0,1.631,0.00873
2026-08-22T20:54:44Z,QAITUSDT,COOLING,NONE,0.0,0.0,0.0,62.92,0.0,1303.07,1000.92,True,False,0.0,77312.37,0.0014,1.237,0.002572
2026-08-22T20:54:48Z,RIZEUSDT,COOLING,NONE,0.0,0.0,0.0,45.4,0.0,451.99,427.06,True,False,0.0,77312.37,0.0014,1.017,0.005946
2026-08-22T20:54:51Z,RWAINCUSDT,COOLING,NONE,0.0,0.0,0.0,90.64,0.0,1375.54,1425.17,True,False,0.0,77312.37,0.0014,1.98,0.001872
2026-08-22T20:54:53Z,EDELUSDT,COOLING,NONE,0.0,0.0,0.0,45.92,0.0,777.58,821.63,True,False,0.0,77312.37,0.0014,1.18,0.0087
2026-08-22T20:56:03Z,QAITUSDT,COOLING,NONE,0.0,0.0,0.0,62.92,0.0,1285.14,1000.92,True,False,0.0,77312.36,-0.0,10.551,0.002572
2026-08-22T20:56:06Z,RIZEUSDT,COOLING,NONE,0.0,0.0,0.0,45.4,0.0,450.67,427.06,True,False,0.0,77312.36,-0.0,1.405,0.005944
2026-08-22T20:56:09Z,RWAINCUSDT,COOLING,NONE,0.0,0.0,0.0,90.64,0.0,1375.54,1425.17,True,False,0.0,77312.36,-0.0,1.451,0.001872
2026-08-22T20:56:12Z,EDELUSDT,COOLING,NONE,0.0,0.0,0.0,45.98,0.0,777.58,821.62,True,False,0.0,77312.36,-0.0,1.167,0.0087
