ts,pair,regime,asp_side,drop_bid_pct_per_s,drop_ask_pct_per_s,max_drop_pct_per_s,spread_bps,spread_delta_bps,wall_bid_usdt,wall_ask_usdt,notional_ok,spoof,price_delta_pct,btc_price,btc_delta_pct,delay_s,price
2026-08-24T18:04:47Z,XRPUSDT,COOLING,SELL,0.31,0.14,0.31,2.02,-1.35,88086.55,93200.69,True,False,0.0472,78880.0,0.0,40.903,1.483
2026-08-24T18:04:49Z,HBARUSDT,COOLING,NONE,0.0,0.0,0.0,1.26,0.0,9283.81,15284.37,True,False,0.0,78880.0,0.0,0.895,0.07922
2026-08-24T18:05:30Z,QAITUSDT,IMPULSE,NONE,0.0,0.0,0.0,42.61,0.0,1006.11,1402.66,True,False,0.0,78880.0,0.0,0.91,0.00259
2026-08-24T18:05:32Z,ZBCNUSDT,COOLING,SELL,15.02,0.0,15.02,32.23,5.92,341.16,311.32,True,False,-0.0295,78880.0,0.0,0.866,0.0018642
2026-08-24T18:05:34Z,WUSDT,COOLING,NONE,0.0,0.0,0.0,9.4,0.0,4573.05,6882.59,True,False,0.0,78880.0,0.0,0.914,0.00956
2026-08-24T18:06:04Z,XRPUSDT,COOLING,NONE,0.0,0.0,0.0,2.69,-0.67,109245.21,62702.81,True,False,-0.0034,78937.47,0.0729,0.906,1.4843
2026-08-24T18:06:05Z,HBARUSDT,COOLING,SELL,82.64,0.0,82.64,2.53,-0.0,28431.71,13996.38,True,False,0.0632,78937.47,0.0729,0.868,0.07917
2026-08-24T18:06:07Z,QAITUSDT,IMPULSE,NONE,0.0,0.0,0.0,42.61,0.0,1006.11,1402.66,True,False,0.0,78937.47,0.0729,0.964,0.00259
2026-08-24T18:06:09Z,ZBCNUSDT,COOLING,NONE,0.0,0.0,0.0,31.13,-2.68,345.04,286.03,True,False,-0.0134,78937.47,0.0729,0.891,0.0018638
2026-08-24T18:06:50Z,WUSDT,COOLING,SELL,0.57,0.0,0.57,15.65,-7.31,5243.85,11228.87,True,False,0.047,78937.47,0.0729,40.974,0.009573
