ts,pair,regime,asp_side,drop_bid_pct_per_s,drop_ask_pct_per_s,max_drop_pct_per_s,spread_bps,spread_delta_bps,wall_bid_usdt,wall_ask_usdt,notional_ok,spoof,price_delta_pct,btc_price,btc_delta_pct,delay_s,price
2026-08-31T19:17:13Z,XLMUSDT,OBS,BUY,0.0,0.47,0.47,5.6,0.0,54688.16,68226.65,True,False,0.0,79124.48,0.0,2.2,0.1787
2026-08-31T19:17:18Z,SOLUSDT,OBS,SELL,2.7,0.0,2.7,0.96,0.0,502150.65,490926.87,True,False,0.0,79124.48,0.0,1.799,104.35
2026-08-31T19:17:22Z,ZAMAUSDT,OBS,NONE,0.0,0.0,0.0,1.99,0.0,12134.85,3315.81,True,False,0.0,79124.48,0.0,0.916,0.05026
2026-08-31T19:17:25Z,GOLD(PAXG)USDT,OBS,NONE,0.0,0.0,0.0,0.02,0.0,21453.03,22934.72,True,False,0.0,79124.48,0.0,2.141,4435.4
2026-08-31T19:17:29Z,ALGOUSDT,OBS,NONE,0.0,0.0,0.0,10.51,0.0,43817.35,49069.43,True,False,0.0,79124.48,0.0,1.763,0.08576
2026-08-31T19:17:34Z,IXSUSDT,OBS,NONE,0.0,0.0,0.0,98.68,0.0,1169.45,952.9,True,False,0.0,79124.48,0.0,1.716,0.0608
2026-08-31T19:17:41Z,XDCUSDT,OBS,NONE,0.0,0.0,0.0,10.84,0.0,5047.36,2644.98,True,False,0.0,79124.48,0.0,3.024,0.02766
2026-08-31T19:17:45Z,QNTUSDT,OBS,NONE,0.0,0.0,0.0,4.88,0.0,1667.02,471.09,True,False,0.0,79124.48,0.0,1.914,61.45
2026-08-31T19:17:50Z,JASMYUSDT,OBS,NONE,0.0,0.0,0.0,18.81,-6.26,11701.08,14297.87,True,False,-0.0313,79124.48,0.0,2.736,0.004789
