ts,pair,regime,asp_side,drop_bid_pct_per_s,drop_ask_pct_per_s,max_drop_pct_per_s,spread_bps,spread_delta_bps,wall_bid_usdt,wall_ask_usdt,notional_ok,spoof,price_delta_pct,btc_price,btc_delta_pct,delay_s,price
2026-08-31T09:44:43Z,XRPUSDT,COOLING,NONE,0.0,0.0,0.0,2.18,0.0,186484.9,75716.92,True,False,0.0,78683.84,0.0,1.061,1.3748
2026-08-31T09:44:45Z,HBARUSDT,COOLING,NONE,0.0,0.0,0.0,1.35,0.0,47605.85,17710.74,True,False,0.0,78683.84,0.0,1.106,0.07429
2026-08-31T09:44:48Z,RIZEUSDT,COOLING,NONE,0.0,0.0,0.0,62.12,0.0,118.55,1042.35,True,False,0.0,78683.84,0.0,2.067,0.004336
2026-08-31T09:44:50Z,WUSDT,COOLING,NONE,0.0,0.0,0.0,11.85,0.0,11969.49,3228.76,True,False,0.0,78683.84,0.0,1.039,0.009288
2026-08-31T09:44:52Z,REDUSDT,COOLING,NONE,0.0,0.0,0.0,10.07,0.0,5509.6,5508.04,True,False,0.0,78683.84,0.0,1.957,0.10926
2026-08-31T09:45:04Z,XRPUSDT,COOLING,NONE,0.0,0.0,0.0,1.45,-0.73,58728.59,152908.41,True,False,-0.0036,78689.13,0.0067,1.999,1.375
2026-08-31T09:45:06Z,HBARUSDT,COOLING,SELL,42.74,12.27,42.74,1.35,-0.0,49195.22,36658.51,True,True,0.0135,78689.13,0.0067,1.027,0.07427
2026-08-31T09:45:08Z,RIZEUSDT,COOLING,NONE,0.0,0.0,0.0,62.12,0.0,118.75,1030.88,True,False,0.0,78689.13,0.0067,1.059,0.004336
2026-08-31T09:45:09Z,WUSDT,COOLING,NONE,0.0,0.0,0.0,12.91,2.14,11969.49,3228.76,True,False,0.0969,78689.13,0.0067,1.026,0.009288
2026-08-31T09:45:11Z,REDUSDT,COOLING,NONE,0.0,0.0,0.0,10.07,0.0,5509.6,5508.04,True,False,0.0,78689.13,0.0067,0.985,0.10928
2026-08-31T09:45:23Z,XRPUSDT,COOLING,NONE,0.0,0.0,0.0,0.73,-1.45,153636.34,67765.26,True,False,0.0073,78734.88,0.0581,0.923,1.3758
2026-08-31T09:45:26Z,HBARUSDT,COOLING,NONE,0.0,0.0,0.0,1.35,0.0,40094.02,36603.7,True,False,0.0,78734.88,0.0581,2.055,0.07431
2026-08-31T09:45:27Z,RIZEUSDT,COOLING,NONE,0.0,0.0,0.0,62.12,0.0,118.55,1046.43,True,False,0.0,78734.88,0.0581,0.985,0.004346
2026-08-31T09:45:29Z,WUSDT,COOLING,NONE,0.0,0.0,0.0,13.99,1.08,16731.93,3954.85,True,False,0.0054,78734.88,0.0581,0.92,0.009288
2026-08-31T09:45:30Z,REDUSDT,COOLING,NONE,0.0,0.0,0.0,11.91,0.0,5509.6,2639.51,True,False,0.0,78734.88,0.0581,1.149,0.10929
2026-08-31T09:46:16Z,XRPUSDT,COOLING,NONE,0.0,0.0,0.0,2.18,0.0,218303.19,72979.93,True,False,0.0,78738.89,0.0051,0.98,1.3761
2026-08-31T09:46:17Z,HBARUSDT,COOLING,NONE,0.0,0.0,0.0,1.34,0.0,36426.87,39151.92,True,False,0.0,78738.89,0.0051,1.008,0.07431
2026-08-31T09:46:19Z,RIZEUSDT,COOLING,NONE,0.0,0.0,0.0,62.12,0.0,118.55,1040.13,True,False,0.0,78738.89,0.0051,0.921,0.004346
2026-08-31T09:46:20Z,WUSDT,COOLING,NONE,0.0,0.0,0.0,12.91,0.0,11072.74,2487.42,True,False,0.0,78738.89,0.0051,1.011,0.009289
2026-08-31T09:46:22Z,REDUSDT,COOLING,SELL,0.08,0.0,0.08,10.07,0.0,5306.52,6743.97,True,False,0.0,78738.89,0.0051,1.043,0.10919
2026-08-31T09:46:24Z,XRPUSDT,COOLING,SELL,54.74,0.0,54.74,2.18,0.0,62950.73,59651.84,True,False,0.0,78779.8,0.052,1.065,1.3777
2026-08-31T09:46:25Z,HBARUSDT,COOLING,NONE,0.0,0.0,0.0,1.34,0.0,29579.66,31744.66,True,False,0.0,78779.8,0.052,1.065,0.07433
2026-08-31T09:46:28Z,RIZEUSDT,COOLING,NONE,0.0,0.0,0.0,62.12,0.0,118.55,1040.13,True,False,0.0,78779.8,0.052,1.025,0.004346
2026-08-31T09:46:29Z,WUSDT,COOLING,NONE,0.0,0.0,0.0,10.77,0.0,10805.69,3780.37,True,False,0.0,78779.8,0.052,1.041,0.009289
2026-08-31T09:46:30Z,REDUSDT,COOLING,NONE,0.0,0.0,0.0,21.98,11.91,5302.13,6743.97,True,False,-0.0595,78779.8,0.052,0.899,0.10915
2026-08-31T09:46:45Z,XRPUSDT,COOLING,SELL,33.98,0.0,33.98,2.9,0.73,59948.11,49098.03,True,True,-0.0109,78786.46,0.0085,0.954,1.3776
2026-08-31T09:46:47Z,HBARUSDT,COOLING,BUY,0.0,28.22,28.22,1.34,0.0,41783.86,39173.51,True,False,-0.0134,78786.46,0.0085,0.916,0.07437
2026-08-31T09:46:49Z,RIZEUSDT,COOLING,NONE,0.0,0.0,0.0,62.12,0.0,118.61,1040.13,True,False,0.0,78786.46,0.0085,2.057,0.004346
2026-08-31T09:46:53Z,WUSDT,COOLING,BUY,0.0,17.05,17.05,12.91,2.14,10805.69,3460.07,True,True,0.0969,78786.46,0.0085,2.049,0.009294
2026-08-31T09:46:54Z,REDUSDT,COOLING,NONE,0.0,0.0,0.0,10.07,0.0,5302.13,5376.12,True,False,0.0,78786.46,0.0085,1.038,0.10924
2026-08-31T09:47:43Z,XRPUSDT,COOLING,NONE,0.0,0.0,0.0,2.18,0.0,105994.64,59528.34,True,False,0.0,78766.95,-0.0248,1.021,1.3763
2026-08-31T09:47:45Z,HBARUSDT,COOLING,NONE,0.0,0.0,0.0,1.35,0.0,27370.6,33046.72,True,False,0.0,78766.95,-0.0248,2.044,0.07437
2026-08-31T09:47:47Z,RIZEUSDT,COOLING,NONE,0.0,0.0,0.0,62.12,0.0,118.55,1043.71,True,False,0.0,78766.95,-0.0248,1.015,0.004353
2026-08-31T09:47:49Z,WUSDT,COOLING,NONE,0.0,0.0,0.0,9.69,0.0,10805.69,2248.81,True,False,0.0,78766.95,-0.0248,1.052,0.009294
2026-08-31T09:47:52Z,REDUSDT,COOLING,NONE,0.0,0.0,0.0,11.91,0.0,5302.13,6737.23,True,False,0.0,78766.95,-0.0248,1.991,0.10924
2026-08-31T09:47:54Z,XRPUSDT,COOLING,BUY,0.0,10.0,10.0,2.18,-0.73,96176.57,71091.73,True,False,-0.0182,78724.66,-0.0537,1.094,1.3755
2026-08-31T09:47:57Z,HBARUSDT,COOLING,NONE,0.0,0.0,0.0,1.35,0.0,34931.92,39335.67,True,False,0.0,78724.66,-0.0537,1.989,0.07433
2026-08-31T09:47:58Z,RIZEUSDT,COOLING,NONE,0.0,0.0,0.0,62.12,0.0,118.55,1043.71,True,False,0.0,78724.66,-0.0537,1.081,0.004344
2026-08-31T09:48:00Z,WUSDT,COOLING,NONE,0.0,0.0,0.0,9.69,0.0,10805.69,3460.07,True,False,0.0,78724.66,-0.0537,0.986,0.009284
2026-08-31T09:48:01Z,REDUSDT,COOLING,BUY,0.0,20.8,20.8,11.91,-10.07,5302.13,6788.98,True,True,-0.0504,78724.66,-0.0537,1.016,0.10916
2026-08-31T09:48:15Z,XRPUSDT,COOLING,NONE,0.0,0.0,0.0,2.18,-0.73,91960.57,45154.47,True,False,-0.0036,78704.25,-0.0259,2.049,1.3755
2026-08-31T09:48:16Z,HBARUSDT,COOLING,NONE,0.0,0.0,0.0,1.35,0.0,38995.03,33426.26,True,False,0.0,78704.25,-0.0259,0.994,0.07433
2026-08-31T09:48:18Z,RIZEUSDT,COOLING,NONE,0.0,0.0,0.0,62.12,0.0,118.55,1043.71,True,False,0.0,78704.25,-0.0259,1.084,0.004344
2026-08-31T09:48:20Z,WUSDT,COOLING,NONE,0.0,0.0,0.0,11.85,0.0,10805.69,3780.37,True,False,0.0,78704.25,-0.0259,1.052,0.009288
2026-08-31T09:48:22Z,REDUSDT,COOLING,NONE,0.0,0.0,0.0,21.98,0.0,5302.13,5403.99,True,False,0.0,78704.25,-0.0259,1.068,0.10912
2026-08-31T09:49:05Z,XRPUSDT,COOLING,NONE,0.0,0.0,0.0,2.18,-0.73,68230.49,76727.49,True,False,0.0036,78700.79,-0.0044,1.073,1.3749
2026-08-31T09:49:06Z,HBARUSDT,COOLING,BUY,32.48,50.65,50.65,1.35,0.0,52593.74,34965.06,True,True,-0.0269,78700.79,-0.0044,1.092,0.07429
2026-08-31T09:49:08Z,RIZEUSDT,COOLING,NONE,0.0,0.0,0.0,62.12,0.0,118.55,1043.71,True,False,0.0,78700.79,-0.0044,0.899,0.004344
2026-08-31T09:49:10Z,WUSDT,COOLING,NONE,0.0,0.0,0.0,10.77,0.0,10805.69,3780.37,True,False,0.0,78700.79,-0.0044,1.062,0.009288
2026-08-31T09:49:11Z,REDUSDT,COOLING,NONE,0.0,0.0,0.0,11.91,0.0,5302.13,5403.99,True,False,0.0,78700.79,-0.0044,1.075,0.10912
2026-08-31T09:49:13Z,XRPUSDT,COOLING,NONE,0.0,0.0,0.0,2.91,0.0,53239.71,58361.56,True,False,0.0,78662.05,-0.0492,1.059,1.375
2026-08-31T09:49:15Z,HBARUSDT,COOLING,BUY,0.0,50.27,50.27,1.35,0.0,33943.55,33424.99,True,True,0.0,78662.05,-0.0492,1.059,0.07429
2026-08-31T09:49:16Z,RIZEUSDT,COOLING,NONE,0.0,0.0,0.0,36.76,0.0,118.72,1041.06,True,False,0.0,78662.05,-0.0492,1.063,0.004344
2026-08-31T09:49:18Z,WUSDT,COOLING,NONE,0.0,0.0,0.0,10.77,0.0,10805.69,3780.37,True,False,0.0,78662.05,-0.0492,0.979,0.009286
2026-08-31T09:49:19Z,REDUSDT,COOLING,NONE,0.0,0.0,0.0,11.91,0.0,5302.13,6737.23,True,False,0.0,78662.05,-0.0492,1.012,0.10925
2026-08-31T09:49:33Z,XRPUSDT,COOLING,NONE,0.0,0.0,0.0,2.18,0.0,80128.21,66181.87,True,False,0.0,78678.91,0.0214,1.083,1.3757
2026-08-31T09:49:35Z,HBARUSDT,COOLING,NONE,0.0,0.0,0.0,1.35,0.0,46663.3,32148.26,True,False,0.0,78678.91,0.0214,0.973,0.07429
2026-08-31T09:49:36Z,RIZEUSDT,COOLING,SELL,32.25,0.0,32.25,36.76,0.0,178.43,1041.06,True,False,0.0,78678.91,0.0214,1.036,0.004344
2026-08-31T09:49:38Z,WUSDT,COOLING,NONE,0.0,0.0,0.0,12.91,1.08,11943.18,2248.81,True,False,0.0054,78678.91,0.0214,1.057,0.009286
