ts,pair,event,regime,price,entry,qty,pnl_usdt,pnl_total,cadence,reason
2026-07-22T17:12:47Z,ZBCNUSDT,BUY,COOLING,0.00203670,0.00203670,8346.83556734,0.0000,0.0000,5.24,cooling_dd15=14.5>=8.0
2026-07-22T17:12:47Z,ZBCNUSDT,BAG_HOLD,COOLING,0.00203670,0.00203670,1472.97098247,0.0000,0.0000,5.24,reserve_15pct_manual
2026-07-22T17:12:49Z,PYTHUSDT,BUY,COOLING,0.04782000,0.04782000,355.49979088,0.0000,0.0000,6.49,cooling_dd15=8.8>=8.0
2026-07-22T17:12:49Z,PYTHUSDT,BAG_HOLD,COOLING,0.04782000,0.04782000,62.73525721,0.0000,0.0000,6.49,reserve_15pct_manual
2026-07-22T17:12:51Z,KITEUSDT,BUY,COOLING,0.12094000,0.12094000,140.56556970,0.0000,0.0000,8.21,cooling_dd15=15.1>=10.2
2026-07-22T17:12:51Z,KITEUSDT,BAG_HOLD,COOLING,0.12094000,0.12094000,24.80568877,0.0000,0.0000,8.21,reserve_15pct_manual
2026-07-22T17:12:54Z,TELUSDT,BUY,COOLING,0.00187700,0.00187700,9057.00586042,0.0000,0.0000,6.01,cooling_dd15=25.8>=11.9
2026-07-22T17:12:54Z,TELUSDT,BAG_HOLD,COOLING,0.00187700,0.00187700,1598.29515184,0.0000,0.0000,6.01,reserve_15pct_manual
2026-07-22T17:12:56Z,CHIPUSDT,BUY,COOLING,0.03077000,0.03077000,552.48618785,0.0000,0.0000,5.65,cooling_dd15=16.6>=8.0
2026-07-22T17:12:56Z,CHIPUSDT,BAG_HOLD,COOLING,0.03077000,0.03077000,97.49756256,0.0000,0.0000,5.65,reserve_15pct_manual
2026-07-22T17:12:58Z,EDELUSDT,BUY,COOLING,0.00905000,0.00905000,2209.94475138,0.0000,0.0000,11.52,cooling_dd15=46.1>=26.6
2026-07-22T18:26:25Z,RWAINCUSDT,BUY,IMPULSE,0.00299100,0.00299100,5683.71782013,0.0000,0.0000,16.07,impulse_pullback_dd6=8.3>=8.0 m6=17.4
2026-07-22T18:26:25Z,RWAINCUSDT,BAG_HOLD,IMPULSE,0.00299100,0.00299100,1003.00902708,0.0000,0.0000,16.07,reserve_15pct_manual
2026-07-22T18:49:47Z,CHIPUSDT,SELL_PARTIAL,COOLING,0.03139000,0.03077000,441.98895028,0.2740,0.2740,5.65,rip+2.0%_take_80pct
2026-07-22T18:49:47Z,CHIPUSDT,RUNNER_ARM,COOLING,0.03139000,0.03077000,110.49723757,0.0000,0.2740,5.65,keep_20pct trail=2.8% be=0.030770
2026-07-22T19:19:15Z,RWAINCUSDT,SELL_PARTIAL,IMPULSE,0.00336100,0.00299100,3694.41658308,1.3669,1.6410,16.07,rip+5.62%_take_65pct
2026-07-22T19:19:15Z,RWAINCUSDT,RUNNER_ARM,IMPULSE,0.00336100,0.00299100,1989.30123704,0.0000,1.6410,16.07,keep_35pct trail=8.0% be=0.002991
2026-07-22T19:40:12Z,RWAINCUSDT,SELL,IMPULSE,0.00332900,0.00299100,1989.30123704,0.6724,2.3134,16.07,runner_trail@8.0%_hw=0.003655
2026-07-22T19:40:49Z,RWAINCUSDT,BUY,IMPULSE_WAIT,0.00342300,0.00342300,5253.62962863,0.0000,2.3134,13.77,reentry_dump_dd=6.3>=6.0 from=0.003655
2026-07-22T19:40:49Z,RWAINCUSDT,BAG_HOLD,IMPULSE_WAIT,0.00342300,0.00342300,927.11111093,0.0000,2.3134,13.77,reserve_15pct_manual
2026-07-22T19:55:47Z,RWAINCUSDT,SELL_PARTIAL,IMPULSE_WAIT,0.00362800,0.00342300,3414.85925861,0.7000,3.0134,13.77,rip+4.82%_take_65pct
2026-07-22T19:55:47Z,RWAINCUSDT,RUNNER_ARM,IMPULSE_WAIT,0.00362800,0.00342300,1838.77037002,0.0000,3.0134,13.77,keep_35pct trail=6.9% be=0.003423
2026-07-22T20:01:28Z,BIOUSDT,BUY,COOLING,0.02685000,0.02685000,680.84520788,0.0000,3.0134,4.72,cooling_dd15=9.2>=8.0
2026-07-22T20:01:28Z,BIOUSDT,BAG_HOLD,COOLING,0.02685000,0.02685000,120.14915433,0.0000,3.0134,4.72,reserve_15pct_manual
2026-07-22T20:20:15Z,RWAINCUSDT,SELL,IMPULSE_WAIT,0.00345000,0.00342300,1838.77037002,0.0496,3.0630,13.77,runner_trail@6.9%_hw=0.003709
2026-07-22T20:25:39Z,RWAINCUSDT,BUY,IMPULSE_WAIT,0.00348300,0.00348300,5254.60629391,0.0000,3.0630,13.77,reentry_dump_dd=6.1>=6.0 from=0.003709
2026-07-22T20:25:39Z,RWAINCUSDT,BAG_HOLD,IMPULSE_WAIT,0.00348300,0.00348300,927.28346363,0.0000,3.0630,13.77,reserve_15pct_manual
