ts,pair,regime,asp_side,drop_bid_pct_per_s,drop_ask_pct_per_s,max_drop_pct_per_s,spread_bps,spread_delta_bps,wall_bid_usdt,wall_ask_usdt,notional_ok,spoof,price_delta_pct,btc_price,btc_delta_pct,delay_s,price
2026-08-28T01:55:12Z,ADAUSDT,OBS,NONE,0.0,0.0,0.0,4.65,0.0,101763.51,114974.08,True,False,0.0,80608.94,0.0,0.855,0.215
2026-08-28T01:55:27Z,XLMUSDT,OBS,NONE,0.0,0.0,0.0,5.35,0.0,61352.24,66051.62,True,False,0.0,80608.94,0.0,0.838,0.1869
2026-08-28T01:55:29Z,SOLUSDT,OBS,NONE,0.0,0.0,0.0,0.92,0.0,422803.48,376967.72,True,False,0.0,80608.94,0.0,1.703,108.4
2026-08-28T01:55:32Z,ZAMAUSDT,OBS,NONE,0.0,0.0,0.0,5.5,0.0,1946.18,2275.63,True,False,0.0,80608.94,0.0,1.168,0.05456
2026-08-28T01:55:34Z,GOLD(PAXG)USDT,OBS,NONE,0.0,0.0,0.0,0.02,0.0,20312.74,21122.86,True,False,0.0,80608.94,0.0,0.767,4569.89
2026-08-28T01:55:36Z,ALGOUSDT,OBS,NONE,0.0,0.0,0.0,13.14,0.0,48477.59,58933.44,True,False,0.0,80608.94,0.0,0.844,0.09134
2026-08-28T01:55:52Z,IXSUSDT,OBS,NONE,0.0,0.0,0.0,84.15,0.0,5706.83,762.97,True,False,0.0,80608.94,0.0,14.207,0.0711
2026-08-28T01:55:54Z,XDCUSDT,OBS,NONE,0.0,0.0,0.0,17.87,0.0,2899.5,2741.58,True,False,0.0,80608.94,0.0,0.769,0.028
2026-08-28T01:55:55Z,QNTUSDT,OBS,SELL,27.17,0.0,27.17,6.35,1.59,2381.76,672.96,True,False,0.0079,80608.94,0.0,0.722,63.02
2026-08-28T01:56:10Z,JASMYUSDT,OBS,NONE,0.0,0.0,0.0,18.72,-2.08,11286.16,9412.71,True,False,0.0104,80608.94,0.0,0.756,0.004804
