ts,pair,regime,asp_side,drop_bid_pct_per_s,drop_ask_pct_per_s,max_drop_pct_per_s,spread_bps,spread_delta_bps,wall_bid_usdt,wall_ask_usdt,notional_ok,spoof,price_delta_pct,btc_price,btc_delta_pct,delay_s,price
2026-08-31T11:42:02Z,XLMUSDT,OBS,NONE,0.0,0.0,0.0,5.66,0.0,63643.39,66585.71,True,False,0.0,78398.55,0.0,0.786,0.1766
2026-08-31T11:42:05Z,SOLUSDT,OBS,NONE,0.0,0.0,0.0,0.96,-0.96,398889.74,479450.87,True,False,0.0048,78398.55,0.0,0.792,103.76
2026-08-31T11:42:07Z,ZAMAUSDT,OBS,SELL,3.37,0.0,3.37,3.91,0.0,5116.19,3135.97,True,False,0.0,78398.55,0.0,1.718,0.05121
2026-08-31T11:42:10Z,GOLD(PAXG)USDT,OBS,SELL,4.41,0.0,4.41,0.02,0.0,24957.16,24846.03,True,False,0.0,78398.55,0.0,1.768,4456.17
2026-08-31T11:42:12Z,ALGOUSDT,OBS,NONE,0.0,0.0,0.0,14.1,0.0,62313.05,52560.59,True,False,0.0,78398.55,0.0,0.789,0.08511
2026-08-31T11:42:15Z,IXSUSDT,OBS,NONE,0.0,0.0,0.0,33.67,0.0,634.74,747.32,True,False,0.0,78398.55,0.0,0.766,0.0594
2026-08-31T11:42:16Z,XDCUSDT,OBS,NONE,0.0,0.0,0.0,14.35,0.0,2853.0,2963.64,True,False,0.0,78398.55,0.0,0.839,0.02787
2026-08-31T11:42:18Z,QNTUSDT,OBS,NONE,0.0,0.0,0.0,6.49,0.0,1928.03,978.24,True,False,0.0,78398.55,0.0,0.735,61.65
2026-08-31T11:42:20Z,JASMYUSDT,OBS,NONE,0.0,0.0,0.0,32.71,4.36,73708.61,9267.67,True,False,0.0218,78398.55,0.0,0.742,0.004588
