ts,pair,event,regime,price,entry,qty,pnl_usdt,pnl_total,cadence,reason
2026-08-13T07:19:31Z,XRPUSDT,BUY,WATCH,1.01390000,1.01390000,9.86290561,0.0000,0.0000,2.49,SEED_START
2026-08-13T07:19:31Z,HBARUSDT,BUY,WATCH,0.06645000,0.06645000,150.48908954,0.0000,0.0000,2.51,SEED_START
2026-08-13T15:33:11Z,CCUSDT,BUY,COOLING,0.09742000,0.09742000,205.29665366,0.0000,0.0000,5.37,cooling_dd15=21.4>=12.0
2026-08-13T16:48:32Z,BIOUSDT,BUY,COOLING,0.02442000,0.02442000,819.00081900,0.0000,0.0000,4.95,cooling_dd15=12.8>=8.2
2026-08-13T19:22:13Z,RIZEUSDT,BUY,IMPULSE,0.00569100,0.00569100,3514.32085749,0.0000,0.0000,15.32,impulse_pullback_dd6=7.7>=7.7 m6=8.2
2026-08-14T01:14:53Z,ZBCNUSDT,BUY,COOLING,0.00168540,0.00168540,11866.61920019,0.0000,0.0000,5.64,cooling_dd15=12.2>=8.0
2026-08-14T04:37:31Z,REDUSDT,BUY,IMPULSE,0.08814000,0.08814000,226.91173134,0.0000,0.0000,3.87,impulse_pullback_dd6=6.8>=5.0 m6=10.6
2026-08-14T09:12:26Z,ZBCNUSDT,SELL,COOLING,0.00158230,0.00168540,11866.61920019,-1.2234,-1.2234,5.64,stop-6.0%_avant_2x
2026-08-14T12:27:02Z,EDELUSDT,BUY,IMPULSE,0.00931000,0.00931000,2115.37463911,0.0000,-1.2234,7.36,impulse_pullback_dd6=6.5>=6.2 m6=20.6
2026-08-14T17:10:54Z,TELUSDT,BUY,COOLING,0.00149900,0.00149900,13138.18404944,0.0000,-1.2234,7.07,cooling_dd15=17.1>=8.4
2026-08-14T19:43:45Z,RWAINCUSDT,BUY,COOLING,0.00167400,0.00167400,11764.71797498,0.0000,-1.2234,8.82,cooling_dd15=33.7>=14.5
2026-08-14T23:10:24Z,EDELUSDT,SELL,IMPULSE,0.00845000,0.00931000,2115.37463911,-1.8192,-3.0427,7.36,stop-6.0%_avant_2x
2026-08-14T23:10:52Z,EDELUSDT,SKIP,IMPULSE,0.00839000,0.00839000,,0.0000,-3.0427,10.24,SKIP_COOLDOWN:stop@2026-08-14T23:10:24Z count=1 left≈120m
2026-08-14T23:11:57Z,EDELUSDT,SKIP,IMPULSE,0.00841000,0.00841000,,0.0000,-3.0427,10.24,SKIP_COOLDOWN:stop@2026-08-14T23:10:24Z count=1 left≈118m
2026-08-14T23:11:57Z,EDELUSDT,SKIP,IMPULSE,0.00841000,0.00841000,,0.0000,-3.0427,10.24,SKIP_COOLDOWN:stop@2026-08-14T23:10:24Z count=1 left≈118m
2026-08-14T23:13:28Z,EDELUSDT,SKIP,IMPULSE,0.00829000,0.00829000,,0.0000,-3.0427,10.24,SKIP_COOLDOWN:stop@2026-08-14T23:10:24Z count=1 left≈117m
2026-08-14T23:13:54Z,EDELUSDT,SKIP,IMPULSE,0.00829000,0.00829000,,0.0000,-3.0427,10.24,SKIP_COOLDOWN:stop@2026-08-14T23:10:24Z count=1 left≈116m
2026-08-14T23:14:22Z,EDELUSDT,SKIP,IMPULSE,0.00829000,0.00829000,,0.0000,-3.0427,10.24,SKIP_COOLDOWN:stop@2026-08-14T23:10:24Z count=1 left≈116m
2026-08-14T23:15:54Z,EDELUSDT,SKIP,IMPULSE,0.00836000,0.00836000,,0.0000,-3.0427,10.24,SKIP_COOLDOWN:stop@2026-08-14T23:10:24Z count=1 left≈114m
2026-08-14T23:16:22Z,EDELUSDT,SKIP,IMPULSE,0.00830000,0.00830000,,0.0000,-3.0427,10.24,SKIP_COOLDOWN:stop@2026-08-14T23:10:24Z count=1 left≈114m
2026-08-14T23:18:09Z,EDELUSDT,SKIP,IMPULSE,0.00836000,0.00836000,,0.0000,-3.0427,10.24,SKIP_COOLDOWN:stop@2026-08-14T23:10:24Z count=1 left≈112m
2026-08-14T23:19:45Z,EDELUSDT,SKIP,IMPULSE,0.00829000,0.00829000,,0.0000,-3.0427,10.24,SKIP_COOLDOWN:stop@2026-08-14T23:10:24Z count=1 left≈111m
2026-08-14T23:20:11Z,EDELUSDT,SKIP,IMPULSE,0.00827000,0.00827000,,0.0000,-3.0427,10.24,SKIP_COOLDOWN:stop@2026-08-14T23:10:24Z count=1 left≈110m
2026-08-14T23:20:39Z,EDELUSDT,SKIP,IMPULSE,0.00827000,0.00827000,,0.0000,-3.0427,10.24,SKIP_COOLDOWN:stop@2026-08-14T23:10:24Z count=1 left≈110m
2026-08-14T23:22:07Z,EDELUSDT,SKIP,IMPULSE,0.00828000,0.00828000,,0.0000,-3.0427,10.24,SKIP_COOLDOWN:stop@2026-08-14T23:10:24Z count=1 left≈108m
2026-08-14T23:23:54Z,EDELUSDT,SKIP,IMPULSE,0.00829000,0.00829000,,0.0000,-3.0427,10.24,SKIP_COOLDOWN:stop@2026-08-14T23:10:24Z count=1 left≈106m
2026-08-14T23:24:20Z,EDELUSDT,SKIP,IMPULSE,0.00829000,0.00829000,,0.0000,-3.0427,10.24,SKIP_COOLDOWN:stop@2026-08-14T23:10:24Z count=1 left≈106m
2026-08-14T23:26:29Z,EDELUSDT,SKIP,IMPULSE,0.00831000,0.00831000,,0.0000,-3.0427,10.24,SKIP_COOLDOWN:stop@2026-08-14T23:10:24Z count=1 left≈104m
2026-08-14T23:26:56Z,EDELUSDT,SKIP,IMPULSE,0.00831000,0.00831000,,0.0000,-3.0427,10.24,SKIP_COOLDOWN:stop@2026-08-14T23:10:24Z count=1 left≈103m
2026-08-14T23:27:22Z,EDELUSDT,SKIP,IMPULSE,0.00831000,0.00831000,,0.0000,-3.0427,10.24,SKIP_COOLDOWN:stop@2026-08-14T23:10:24Z count=1 left≈103m
