ts,pair,regime,asp_side,drop_bid_pct_per_s,drop_ask_pct_per_s,max_drop_pct_per_s,spread_bps,spread_delta_bps,wall_bid_usdt,wall_ask_usdt,notional_ok,spoof,price_delta_pct,btc_price,btc_delta_pct,delay_s,price
2026-08-28T13:39:36Z,ADAUSDT,OBS,NONE,0.0,0.0,0.0,4.81,0.0,122192.57,113525.87,True,False,0.0,79249.08,0.0,0.809,0.2079
2026-08-28T13:39:38Z,XLMUSDT,OBS,NONE,0.0,0.0,0.0,5.46,0.0,75612.65,71063.26,True,False,0.0,79249.08,0.0,0.895,0.1832
2026-08-28T13:39:39Z,SOLUSDT,OBS,SELL,5.23,0.0,5.23,0.95,0.0,457012.36,149065.48,True,False,-0.0095,79249.08,0.0,0.865,104.91
2026-08-28T13:39:43Z,ZAMAUSDT,OBS,BUY,0.0,0.05,0.05,3.82,0.0,2938.55,12059.97,True,False,0.0,79249.08,0.0,0.766,0.05254
2026-08-28T13:39:45Z,GOLD(PAXG)USDT,OBS,NONE,0.0,0.0,0.0,0.65,-0.04,19497.64,22319.62,True,False,0.0,79249.08,0.0,1.037,4598.89
2026-08-28T13:39:47Z,ALGOUSDT,OBS,NONE,0.0,0.0,0.0,15.79,0.0,47195.06,59516.49,True,False,0.0,79249.08,0.0,0.927,0.08859
2026-08-28T13:39:50Z,IXSUSDT,OBS,NONE,0.0,0.0,0.0,86.71,0.0,5706.83,1038.97,True,False,0.0,79249.08,0.0,0.839,0.0693
2026-08-28T13:39:52Z,XDCUSDT,OBS,NONE,0.0,0.0,0.0,14.18,0.0,2765.91,2948.53,True,False,0.0,79249.08,0.0,0.9,0.02821
2026-08-28T13:39:53Z,QNTUSDT,OBS,BUY,0.0,24.4,24.4,8.04,0.0,1483.14,1910.11,True,False,0.0,79249.08,0.0,0.913,62.18
2026-08-28T13:39:56Z,JASMYUSDT,OBS,NONE,0.0,0.0,0.0,18.89,0.0,10987.52,8109.4,True,False,0.0,79249.08,0.0,0.837,0.004765
