ts,pair,regime,asp_side,drop_bid_pct_per_s,drop_ask_pct_per_s,max_drop_pct_per_s,spread_bps,spread_delta_bps,wall_bid_usdt,wall_ask_usdt,notional_ok,spoof,price_delta_pct,btc_price,btc_delta_pct,delay_s,price
2026-08-28T06:32:47Z,ADAUSDT,OBS,BUY,0.0,12.92,12.92,4.75,0.0,112531.94,121154.51,True,False,0.0,79829.39,0.0,0.99,0.2103
2026-08-28T06:32:48Z,XLMUSDT,OBS,NONE,0.0,0.0,0.0,5.42,0.0,68895.69,73800.45,True,False,0.0,79829.39,0.0,0.809,0.1845
2026-08-28T06:32:50Z,SOLUSDT,OBS,NONE,0.0,0.0,0.0,0.93,0.0,464339.67,362916.09,True,False,0.0,79829.39,0.0,0.842,107.26
2026-08-28T06:33:06Z,ZAMAUSDT,OBS,BUY,0.0,2.31,2.31,1.84,-1.84,2348.92,3515.6,True,False,-0.0092,79829.39,0.0,14.22,0.05433
2026-08-28T06:33:08Z,GOLD(PAXG)USDT,OBS,NONE,0.0,0.0,0.0,0.02,0.0,24341.74,18847.11,True,False,0.0,79829.39,0.0,0.794,4578.1
2026-08-28T06:33:10Z,ALGOUSDT,OBS,NONE,0.0,0.0,0.0,4.47,0.0,52509.77,49172.87,True,False,0.0,79829.39,0.0,0.81,0.08939
2026-08-28T06:33:13Z,IXSUSDT,OBS,NONE,0.0,0.0,0.0,70.67,0.0,5706.83,797.01,True,False,0.0,79829.39,0.0,0.828,0.0704
2026-08-28T06:33:26Z,XDCUSDT,OBS,NONE,0.0,0.0,0.0,10.69,0.0,2958.0,2715.33,True,False,0.0,79829.39,0.0,0.804,0.02807
2026-08-28T06:33:28Z,QNTUSDT,OBS,NONE,0.0,0.0,0.0,1.6,0.0,10495.13,1908.71,True,False,0.0,79829.39,0.0,0.732,62.4
2026-08-28T06:33:29Z,JASMYUSDT,OBS,NONE,0.0,0.0,0.0,4.06,0.0,11754.3,7307.56,True,False,0.0,79829.39,0.0,0.784,0.004929
