ts,cycle,side,status,orderId,executedQty,cumQuote,pnl,exitReason,holdSec,refPrice,msg
2026-02-28T00:09:40Z,1,SKIP,SKIPPED,,,,,,,65884.75000000,resonance_block reason=flat_side mode=NORMAL side=FLAT lock=0.64503000 lock_min=0.25 mkt_hz=0.10060000 struct_ok=false
2026-02-28T00:09:48Z,2,ENTRY,FILLED,7552884,0.00758000,499.43270760,,,,,ok side=BUY mode=long_first mass=500.00000000 soft=0 radar_dir=long radar_conf=0.5 radar_reason=radar_off resonance_mode=NORMAL resonance_side=LONG resonance_lock=0.64503000 resonance_gate=ok structure_dir=neutral trend_bps=0
