ts,pair,event,regime,price,entry,qty,pnl_usdt,pnl_total,cadence,reason
2026-07-31T14:07:16Z,XRPUSDT,BUY,WATCH,1.06240000,1.06240000,9.41265060,0.0000,0.0000,2.92,SEED_START
2026-07-31T14:07:16Z,HBARUSDT,BUY,WATCH,0.06768000,0.06768000,147.75413712,0.0000,0.0000,3.01,SEED_START
2026-07-31T14:07:19Z,WUSDT,BUY,COOLING,0.00786500,0.00786500,2542.91163382,0.0000,0.0000,4.96,cooling_dd15=20.7>=8.0
2026-07-31T14:09:37Z,RIZEUSDT,BUY,IMPULSE,0.00873700,0.00873700,2289.11525695,0.0000,0.0000,10.72,impulse_pullback_dd6=8.2>=8.2 m6=27.3
2026-07-31T16:19:44Z,RIZEUSDT,SELL,IMPULSE,0.00796300,0.00873700,2289.11525695,-1.7718,-1.7718,10.72,stop-8.58%_avant_2x
2026-07-31T16:20:52Z,RIZEUSDT,SKIP,IMPULSE,0.00803300,0.00803300,,0.0000,-1.7718,9.11,SKIP_COOLDOWN:stop@2026-07-31T16:19:44Z count=1 left≈119m
2026-07-31T16:21:20Z,RIZEUSDT,SKIP,IMPULSE,0.00799500,0.00799500,,0.0000,-1.7718,9.11,SKIP_COOLDOWN:stop@2026-07-31T16:19:44Z count=1 left≈118m
2026-07-31T16:21:20Z,RIZEUSDT,SKIP,IMPULSE,0.00799500,0.00799500,,0.0000,-1.7718,9.11,SKIP_COOLDOWN:stop@2026-07-31T16:19:44Z count=1 left≈118m
2026-07-31T16:23:33Z,RIZEUSDT,SKIP,IMPULSE,0.00793700,0.00793700,,0.0000,-1.7718,9.11,SKIP_COOLDOWN:stop@2026-07-31T16:19:44Z count=1 left≈116m
2026-07-31T16:24:02Z,RIZEUSDT,SKIP,IMPULSE,0.00794200,0.00794200,,0.0000,-1.7718,9.11,SKIP_COOLDOWN:stop@2026-07-31T16:19:44Z count=1 left≈116m
2026-07-31T16:25:09Z,RIZEUSDT,SKIP,IMPULSE,0.00787000,0.00787000,,0.0000,-1.7718,9.11,SKIP_COOLDOWN:stop@2026-07-31T16:19:44Z count=1 left≈115m
2026-07-31T16:26:01Z,RIZEUSDT,SKIP,IMPULSE,0.00780100,0.00780100,,0.0000,-1.7718,9.11,SKIP_COOLDOWN:stop@2026-07-31T16:19:44Z count=1 left≈114m
2026-07-31T16:26:28Z,RIZEUSDT,SKIP,IMPULSE,0.00781600,0.00781600,,0.0000,-1.7718,9.11,SKIP_COOLDOWN:stop@2026-07-31T16:19:44Z count=1 left≈113m
2026-07-31T16:26:58Z,RIZEUSDT,SKIP,IMPULSE,0.00776700,0.00776700,,0.0000,-1.7718,9.11,SKIP_COOLDOWN:stop@2026-07-31T16:19:44Z count=1 left≈113m
2026-07-31T16:28:28Z,RIZEUSDT,SKIP,IMPULSE,0.00784300,0.00784300,,0.0000,-1.7718,9.11,SKIP_COOLDOWN:stop@2026-07-31T16:19:44Z count=1 left≈111m
2026-07-31T16:29:34Z,RIZEUSDT,SKIP,IMPULSE,0.00782200,0.00782200,,0.0000,-1.7718,9.11,SKIP_COOLDOWN:stop@2026-07-31T16:19:44Z count=1 left≈110m
2026-07-31T16:30:00Z,RIZEUSDT,SKIP,IMPULSE,0.00783300,0.00783300,,0.0000,-1.7718,9.11,SKIP_COOLDOWN:stop@2026-07-31T16:19:44Z count=1 left≈110m
2026-07-31T16:31:29Z,RIZEUSDT,SKIP,IMPULSE,0.00786800,0.00786800,,0.0000,-1.7718,9.11,SKIP_COOLDOWN:stop@2026-07-31T16:19:44Z count=1 left≈108m
2026-07-31T16:31:58Z,RIZEUSDT,SKIP,IMPULSE,0.00786800,0.00786800,,0.0000,-1.7718,9.11,SKIP_COOLDOWN:stop@2026-07-31T16:19:44Z count=1 left≈108m
2026-07-31T16:32:26Z,RIZEUSDT,SKIP,IMPULSE,0.00786800,0.00786800,,0.0000,-1.7718,9.11,SKIP_COOLDOWN:stop@2026-07-31T16:19:44Z count=1 left≈107m
2026-07-31T16:33:53Z,RIZEUSDT,SKIP,IMPULSE,0.00783300,0.00783300,,0.0000,-1.7718,9.11,SKIP_COOLDOWN:stop@2026-07-31T16:19:44Z count=1 left≈106m
2026-07-31T16:34:20Z,RIZEUSDT,SKIP,IMPULSE,0.00776000,0.00776000,,0.0000,-1.7718,9.11,SKIP_COOLDOWN:stop@2026-07-31T16:19:44Z count=1 left≈105m
2026-07-31T16:34:48Z,RIZEUSDT,SKIP,IMPULSE,0.00776000,0.00776000,,0.0000,-1.7718,9.11,SKIP_COOLDOWN:stop@2026-07-31T16:19:44Z count=1 left≈105m
2026-07-31T16:36:56Z,RIZEUSDT,SKIP,IMPULSE,0.00776000,0.00776000,,0.0000,-1.7718,9.11,SKIP_COOLDOWN:stop@2026-07-31T16:19:44Z count=1 left≈103m
2026-07-31T16:38:03Z,RIZEUSDT,SKIP,IMPULSE,0.00777000,0.00777000,,0.0000,-1.7718,9.11,SKIP_COOLDOWN:stop@2026-07-31T16:19:44Z count=1 left≈102m
2026-07-31T16:38:30Z,RIZEUSDT,SKIP,IMPULSE,0.00777000,0.00777000,,0.0000,-1.7718,9.11,SKIP_COOLDOWN:stop@2026-07-31T16:19:44Z count=1 left≈101m
2026-07-31T16:40:43Z,RIZEUSDT,SKIP,IMPULSE,0.00776800,0.00776800,,0.0000,-1.7718,9.11,SKIP_COOLDOWN:stop@2026-07-31T16:19:44Z count=1 left≈99m
2026-07-31T16:41:10Z,RIZEUSDT,SKIP,IMPULSE,0.00776800,0.00776800,,0.0000,-1.7718,9.11,SKIP_COOLDOWN:stop@2026-07-31T16:19:44Z count=1 left≈99m
